,Gene,adipose tissue,adrenal gland,amygdala,appendix,basal ganglia,bone marrow,breast,cerebellum,cerebral cortex,cervix,choroid plexus,colon,duodenum,endometrium,epididymis,esophagus,fallopian tube,gallbladder,heart muscle,hippocampal formation,hypothalamus,kidney,liver,lung,lymph node,midbrain,ovary,pancreas,parathyroid gland,pituitary gland,placenta,prostate,rectum,retina,salivary gland,seminal vesicle,skeletal muscle,skin,small intestine,smooth muscle,spinal cord,spleen,stomach,testis,thymus,thyroid gland,tongue,tonsil,urinary bladder,vagina,Adrenocortical cancer,Bile duct cancer,Bladder cancer,Bone cancer,Brain cancer,Esophageal cancer,Gallbladder cancer,Gastric cancer,Kidney cancer,Leukemia,Myeloma,Neuroblastoma,Non-cancerous,Rhabdoid,Sarcoma,Uncategorized,Uterine cancer,breast cancer,cervical cancer,colorectal cancer,head and neck cancer,liver cancer,lung cancer,lymphoma,ovarian cancer,pancreatic cancer,prostate cancer,skin cancer,testis cancer,thyroid cancer
4053,ENSG00000112695,277.8,241.5,431.4,181.5,351.7,307.2,347.1,196.0,344.0,216.4,776.1,570.6,357.0,169.1,451.0,264.9,226.9,164.1,727.5,315.7,283.3,494.5,594.6,182.9,208.3,380.6,230.9,196.0,789.9,226.4,189.6,226.3,657.2,425.0,240.7,267.7,309.7,158.6,324.5,317.1,237.3,143.0,395.5,678.3,326.4,220.7,613.7,319.5,281.6,149.3,611.5,647.2,543.3,472.1,527.8,480.7,389.3,563.9,564.9,571.2,589.9,561.1,548.8,560.7,554.2,469.9,514.4,658.4,596.1,615.6,488.9,522.5,577.1,719.6,624.8,499.5,585.4,679.8,483.6,460.2
4088,ENSG00000112992,25.0,16.0,18.1,11.4,15.2,14.8,13.2,12.5,26.7,15.8,23.0,25.1,16.7,10.6,16.3,16.3,10.3,14.5,132.8,16.4,12.1,55.0,112.9,12.8,16.1,14.0,10.3,17.2,53.6,9.4,12.2,17.6,27.0,12.4,25.8,17.6,230.4,10.1,15.7,19.8,8.3,11.2,30.3,6.0,26.1,30.2,369.3,16.7,16.8,9.0,0.1,18.9,24.2,24.5,28.4,21.9,8.0,20.6,19.0,43.8,50.1,30.2,27.4,13.1,17.8,23.7,15.2,20.0,38.3,20.7,18.4,23.1,31.6,38.4,21.9,26.5,12.0,41.6,6.3,24.0
4145,ENSG00000113492,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.4,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,200.3,119.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
4151,ENSG00000113532,5.6,1.8,1.3,13.6,1.2,7.5,2.1,0.2,1.9,1.8,1.0,3.1,3.1,1.6,0.5,1.1,1.7,4.8,2.2,1.2,2.7,0.7,2.5,5.6,12.0,1.6,0.6,0.8,1.0,0.6,10.8,1.2,4.1,0.6,1.1,0.8,0.8,0.8,4.4,2.7,1.8,11.5,2.9,0.4,9.2,2.0,1.6,10.1,5.3,1.1,0.1,0.1,0.9,0.3,1.0,2.1,2.7,0.5,0.6,10.5,17.3,2.9,0.5,2.7,1.7,6.2,0.4,1.3,0.1,0.4,0.4,1.1,2.3,14.1,0.4,0.8,1.3,1.4,0.2,4.2
4198,ENSG00000113924,0.3,0.3,0.3,2.4,1.8,0.5,12.2,0.1,0.5,26.4,3.1,16.1,30.7,3.0,12.7,0.4,4.0,59.7,0.3,0.3,0.1,192.9,729.7,0.8,0.4,0.1,0.1,30.2,6.8,0.2,0.1,43.0,19.7,0.7,4.1,4.1,0.1,0.9,24.9,0.5,0.3,0.6,24.8,0.1,0.7,53.5,0.2,0.1,0.2,0.1,0.0,5.7,6.6,0.2,0.2,8.2,0.1,19.8,42.7,0.4,0.2,0.1,4.6,0.0,0.8,0.4,19.0,11.6,0.1,13.5,0.1,42.4,5.5,0.1,17.8,2.5,18.5,0.0,0.0,4.2
4212,ENSG00000114113,0.4,1.1,0.0,1.1,0.0,0.7,0.5,0.0,0.3,0.2,1.1,3.8,2632.2,2.0,0.0,0.2,0.3,1.8,0.2,0.0,0.1,2.5,0.0,7.3,2.1,0.0,0.2,2.9,0.0,0.1,0.1,0.4,2.3,2.1,0.1,0.0,0.2,1.0,1832.7,0.9,0.0,0.1,3.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.2,0.6,0.3,0.2,0.7,0.3,1.2,0.3,0.4,1.0,1.3,0.0,1.6,0.2,0.7,5.4,2.1,0.3,8.3,0.5,12.5,0.7,0.3,21.0,0.2,0.4,0.1,0.5,0.9
4213,ENSG00000114115,22.9,365.4,69.4,17.9,122.5,1.3,47.9,36.4,74.6,51.8,1193.7,29.3,31.3,174.3,62.6,34.4,376.5,176.4,58.1,82.1,85.3,45.5,136.1,26.0,18.0,122.5,1323.5,614.3,45.1,250.9,61.3,43.4,13.8,22.5,48.7,39.8,14.7,30.3,25.5,114.7,92.8,45.8,28.4,54.3,9.1,22.4,14.8,11.6,63.6,23.5,0.1,187.8,51.8,67.5,67.4,73.1,2.2,57.3,1.2,1.9,10.1,295.0,10.2,0.3,40.6,18.4,101.1,52.9,207.0,157.5,170.2,28.9,92.9,3.6,119.4,113.4,11.2,8.7,12.8,62.5
4215,ENSG00000114124,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.4,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0
4282,ENSG00000114771,7.9,217.8,0.0,0.4,0.0,0.0,4.8,0.0,0.0,0.1,0.1,0.3,214.6,0.2,0.0,2.6,0.6,26.5,0.7,0.0,0.0,0.2,917.3,8.8,0.2,0.0,0.3,35.6,0.0,0.0,1.5,0.1,0.2,0.0,1.2,0.0,0.0,13.5,235.1,0.0,0.0,0.2,51.0,0.8,0.4,0.3,0.0,2.4,0.6,0.4,0.0,4.9,10.2,0.2,2.3,6.4,68.3,9.3,1.2,0.0,0.0,0.1,1.7,9.1,0.3,0.5,0.6,0.4,1.3,2.0,1.7,39.2,2.8,0.0,3.2,15.8,0.0,0.7,0.0,5.7
4372,ENSG00000115361,11.6,1.0,1.8,0.1,1.7,0.0,7.8,0.5,1.6,3.3,2.4,0.5,0.0,0.7,1.2,0.5,3.8,0.6,3.0,1.3,1.4,19.1,27.2,9.8,0.0,1.7,12.2,27.6,4.4,2.8,1.0,20.0,0.1,0.0,6.6,4.7,9.2,2.7,0.4,0.1,1.3,0.0,5.4,3.0,1.5,23.0,4.9,0.0,0.9,3.6,0.0,0.0,0.1,0.2,0.2,0.0,0.4,0.1,0.7,0.0,0.0,0.3,0.0,2.4,0.1,0.0,0.2,0.1,0.4,0.0,0.2,0.1,0.2,0.0,0.4,0.1,2.8,0.0,2.2,0.0
4395,ENSG00000115488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4427,ENSG00000115665,0.1,0.7,0.0,0.5,2.3,0.0,0.1,0.0,0.1,0.7,1.1,2.5,0.7,0.1,0.1,0.3,0.1,0.1,0.3,0.0,0.7,0.3,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.3,0.7,0.8,0.3,1.1,0.0,0.0,0.7,0.7,0.8,0.0,0.5,0.1,0.0,1.1,0.1,0.0,1.2,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.1,0.0
4432,ENSG00000115705,12.7,0.3,0.4,0.4,0.4,0.1,10.6,0.3,0.4,0.1,0.0,4.4,0.6,0.6,0.0,2.0,0.7,2.9,11.1,5.8,0.4,0.2,0.6,0.8,1.3,0.4,0.3,2.3,0.3,0.6,0.0,0.6,0.8,0.1,3.3,0.0,5.8,1.7,3.6,0.6,0.3,22.2,2.7,1.2,0.0,1540.7,5.4,0.4,2.0,1.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.3,4.7,0.1,0.0,0.1,0.1,0.0,0.2,0.9,0.0,0.2,0.1,0.0,0.5,0.8,0.2,0.1,0.3,0.0,0.0,6.1
4451,ENSG00000115850,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,219.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.5,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
4458,ENSG00000115919,5.0,3.9,0.6,23.8,0.7,10.6,30.1,0.1,0.9,3.9,6.8,2.3,1.0,2.4,1.1,6.5,1.2,9.5,1.2,0.6,0.8,18.0,85.7,13.1,14.6,1.0,0.4,0.9,0.8,1.1,7.1,0.9,2.8,1.3,1.8,0.6,0.6,1.3,2.9,4.6,1.6,8.6,5.7,16.1,3.8,2.3,0.3,28.1,49.7,3.3,80.8,42.5,41.9,6.5,32.2,49.7,122.2,16.7,19.7,10.5,4.4,0.9,9.9,46.7,16.9,2.0,7.3,30.1,52.7,5.3,52.6,51.1,45.6,19.7,19.6,27.5,5.7,29.3,1.0,15.3
4568,ENSG00000116745,0.0,0.0,0.4,0.0,0.3,0.0,0.4,0.0,1.6,0.2,3.6,0.0,0.2,0.6,0.1,0.3,0.3,0.1,0.0,0.6,3.3,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,1.7,0.1,8.1,0.1,4.3,0.0,0.0,0.0,0.2,0.7,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,1.2,0.1,0.2,1.0,0.0,0.5,0.2,0.0,0.0,0.1,0.2,4.8,0.0,0.0,0.8,0.7,1.8,1.2,2.3,0.0,0.7,0.0,0.3,3.2,1.2,0.1,0.0,0.2
4575,ENSG00000116771,0.4,1.0,0.7,3.1,0.4,1.0,0.3,0.0,1.4,0.5,0.3,8.9,17.3,0.5,0.3,0.5,0.3,0.5,0.1,0.6,0.8,129.1,60.1,0.2,3.9,0.7,0.1,0.6,2.1,0.3,0.2,0.5,6.6,0.4,4.4,0.1,33.0,0.4,13.0,0.7,0.2,1.5,1.8,0.7,2.1,0.5,5.9,4.0,0.7,0.1,0.1,7.7,2.1,0.4,1.2,2.8,10.3,16.3,0.9,2.5,6.1,0.6,1.1,1.2,0.5,1.3,1.7,2.2,5.2,17.3,3.0,20.7,2.8,3.1,3.1,5.5,1.7,1.0,0.4,2.1
4593,ENSG00000116882,0.0,0.5,0.0,0.1,0.0,0.0,0.6,0.0,0.3,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,292.3,412.4,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,4.3,0.1,0.0,0.0,0.4,0.1,0.1,22.7,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4611,ENSG00000117009,1.3,0.8,0.4,5.0,0.3,1.3,5.1,0.0,0.9,0.5,0.7,0.8,0.6,5.2,0.2,0.1,0.2,1.6,0.4,0.4,0.2,30.3,88.8,4.9,8.6,0.1,0.1,0.1,0.1,0.2,6.6,0.3,1.1,0.2,0.3,0.2,0.0,0.2,1.2,0.7,0.3,8.2,1.2,1.3,1.5,0.2,0.0,10.9,5.4,0.1,5.9,0.4,0.7,26.3,0.6,2.0,0.2,0.5,11.3,1.8,2.1,0.1,0.6,0.1,0.2,0.2,1.2,8.4,0.6,1.2,2.2,0.7,1.1,10.5,1.9,0.9,0.3,0.4,1.9,0.3
4622,ENSG00000117115,2.1,0.8,53.7,9.0,63.6,23.5,39.8,9.9,49.0,3.2,27.3,86.9,1.3,0.8,0.6,5.9,2.6,1.6,0.6,71.4,51.8,12.3,0.7,4.3,1.0,131.1,0.2,1.4,2.0,3.6,1.3,2.5,89.5,49.0,43.2,1.5,300.7,9.3,8.2,5.6,236.0,13.0,2.2,0.8,2.1,0.5,473.3,1.3,2.4,1.0,0.6,5.2,4.1,12.6,2.5,3.8,5.6,3.1,8.2,1.6,0.1,0.1,4.9,9.6,1.6,0.6,12.3,46.6,0.8,8.1,2.4,13.1,5.4,3.6,7.4,5.8,1.0,0.1,2.5,0.6
4686,ENSG00000117594,21.7,7.5,5.1,14.2,12.3,0.3,11.6,22.2,5.4,2.7,3.1,4.1,1.2,4.1,15.4,2.1,4.9,7.7,7.2,7.8,4.8,23.5,938.4,38.7,4.2,13.4,58.0,3.1,0.2,8.6,70.0,26.9,3.2,0.6,2.4,12.5,5.3,32.8,4.9,12.4,5.3,7.1,6.9,7.0,0.6,5.1,10.2,1.9,26.9,6.0,0.0,1.0,1.9,1.1,3.0,20.1,0.4,5.9,0.1,2.5,3.6,0.2,9.2,1.7,4.2,101.8,0.6,0.8,0.1,0.4,0.7,0.6,0.7,4.5,1.9,6.1,0.0,0.7,0.0,12.2
4712,ENSG00000117834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,42.1,0.1,1.2,0.2,0.1,2.4,0.0,0.0,0.0,3.7,7.5,2.9,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.1,1.1,40.8,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.0,3.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
4724,ENSG00000118017,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,2.6,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.3,0.1,0.2,0.0,0.0,0.1,3.2,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,23.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.1,0.0,0.1,0.0,0.3,1.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.1
4783,ENSG00000118596,19.3,6.6,0.7,3.8,0.7,4.6,3.9,2.4,2.7,2.7,1.1,2.0,1.5,2.9,1.5,6.2,2.2,5.2,33.2,1.0,0.7,11.2,3.8,4.3,4.8,0.9,2.2,9.4,1.0,1.4,1.5,1.5,2.4,1.7,2.7,1.5,1.8,7.6,2.4,3.4,1.6,6.1,9.7,2.1,4.4,1.6,3.4,4.1,3.8,2.9,0.1,2.9,5.5,4.1,4.1,2.4,6.4,3.4,4.3,4.3,7.5,3.3,6.3,0.8,2.2,3.9,1.1,1.9,4.0,1.4,3.4,6.9,4.5,6.9,3.4,4.1,1.9,3.7,0.7,4.0
4797,ENSG00000118777,2.2,3.9,16.7,1.0,21.9,2.3,3.9,5.5,14.2,21.3,3.1,15.2,46.9,22.4,6.6,2.3,9.5,4.9,2.8,22.4,17.4,3.4,34.9,5.0,1.2,24.2,10.0,0.8,4.3,8.7,11.3,6.8,13.4,2.4,4.9,32.7,0.3,0.6,85.9,19.1,20.6,1.3,1.9,2.9,1.2,6.2,0.9,2.0,2.3,3.9,1.4,4.6,18.4,0.8,3.6,9.3,4.0,8.7,1.5,1.1,4.5,0.2,3.1,10.0,1.8,8.8,0.6,4.5,3.9,11.5,5.8,10.1,10.1,2.1,7.5,9.5,5.6,3.4,24.1,3.5
4823,ENSG00000119125,0.3,2.6,46.4,1.1,47.3,0.3,0.2,0.2,71.1,1.5,1.8,10.1,91.6,3.6,0.4,0.3,8.2,15.4,0.1,46.7,24.9,41.4,58.8,0.2,0.4,1.7,0.1,2.6,8.3,2.7,2.8,0.1,9.6,0.1,0.0,6.4,1.6,2.1,92.1,0.4,0.4,0.1,3.3,1.2,0.6,0.1,0.4,4.6,3.9,0.2,0.9,46.2,26.9,0.8,2.5,24.3,1.0,20.0,8.8,1.2,0.5,0.4,2.2,1.1,0.9,0.2,32.8,2.9,33.5,32.9,21.6,11.5,5.8,1.7,39.5,44.7,1.0,1.6,0.2,3.1
4989,ENSG00000120329,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,6.4,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5012,ENSG00000120563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
5086,ENSG00000121207,0.2,0.2,0.5,0.2,1.1,0.5,0.4,0.1,0.4,0.2,0.0,0.5,1.1,0.1,0.3,0.0,0.2,0.5,0.1,0.6,1.3,0.1,2.1,0.3,0.1,0.8,0.2,0.8,0.2,0.2,0.1,0.4,0.1,0.9,0.1,0.5,0.8,0.3,1.5,0.0,1.7,0.1,0.2,0.8,0.0,1.5,0.0,0.1,0.1,0.1,0.0,0.6,0.1,0.1,0.1,0.2,0.2,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.2,0.3,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.6,0.2,0.2
5090,ENSG00000121270,0.1,0.0,0.3,0.0,0.3,0.0,45.3,0.1,0.3,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.5,0.1,0.0,0.2,0.1,0.0,1.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.1,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.0,2.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,4.7,0.1,0.0,0.0
5095,ENSG00000121310,23.4,34.1,8.3,1.2,10.1,2.7,24.1,13.4,6.6,17.5,21.4,17.4,16.2,16.6,5.4,27.4,22.4,4.9,26.7,5.0,6.6,49.2,170.1,12.4,2.3,7.3,28.2,22.5,13.8,14.2,4.3,23.3,3.4,4.9,18.4,8.1,28.9,16.6,16.8,2.3,4.3,9.1,28.3,6.8,2.9,37.7,25.7,1.4,17.6,16.3,1.8,2.8,3.7,1.3,1.6,1.7,1.0,2.8,5.6,1.7,1.0,0.2,3.7,1.9,0.9,3.1,3.1,5.2,1.2,3.7,1.9,4.6,3.1,0.9,4.7,3.6,6.5,0.7,0.9,3.7
5102,ENSG00000121361,27.7,16.8,4.6,3.1,6.1,0.0,21.3,1.7,5.4,16.4,14.0,15.1,1.1,18.1,0.7,3.5,14.4,1.7,69.0,4.3,4.1,13.5,40.9,13.4,2.5,6.3,16.3,41.2,1.7,7.6,2.8,12.6,0.3,0.8,6.2,8.1,16.5,5.6,5.7,5.3,3.8,7.8,12.2,0.9,0.6,15.6,4.3,0.4,14.6,11.2,0.0,0.0,1.2,2.0,1.4,0.4,0.0,1.7,6.8,0.5,0.0,11.5,4.9,0.0,0.5,3.6,0.3,0.2,0.0,4.8,0.2,7.0,1.1,0.5,0.7,0.0,0.5,0.3,4.6,0.5
5130,ENSG00000121691,271.5,111.6,22.6,50.7,26.9,402.6,119.6,6.9,26.8,79.1,52.0,79.9,141.0,51.5,34.0,38.8,84.0,57.8,56.1,22.0,15.3,286.1,1180.2,158.2,57.0,20.2,54.0,83.5,41.8,13.3,75.4,64.6,69.0,9.5,81.3,61.8,100.1,68.3,132.5,57.2,33.9,76.6,72.2,11.1,72.9,118.9,131.3,55.2,102.0,38.6,15.9,37.3,41.6,27.9,39.3,34.7,40.5,48.7,43.7,156.0,32.8,22.5,43.0,81.3,35.7,56.5,32.9,54.5,35.3,56.6,49.3,44.3,33.7,51.2,36.9,45.7,49.8,47.4,0.0,30.7
5186,ENSG00000122194,0.6,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.4,0.4,0.3,0.2,2.2,0.6,0.1,0.0,0.0,229.8,2571.0,0.6,1.2,0.0,0.2,0.0,0.0,0.0,0.7,0.9,0.0,0.2,1.4,0.0,0.3,0.5,0.2,0.0,0.0,0.5,0.3,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.1,0.1,0.1,0.0,0.0,0.2,0.4,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.2,0.2,0.1,2.6,0.1,0.4,0.1,0.2,0.8,0.0,0.0,0.1
5191,ENSG00000122254,2.9,1.1,3.2,0.0,0.9,0.0,2.0,0.4,20.5,1.7,0.1,0.7,0.0,0.6,0.0,0.2,0.5,0.0,1.0,6.9,3.7,0.3,0.6,5.2,0.0,1.3,0.3,0.1,0.0,0.3,0.1,1.8,0.2,0.4,3.0,0.0,0.4,1.9,0.5,0.1,0.9,0.2,0.6,0.3,0.0,1.7,0.1,0.0,1.0,1.1,0.0,0.0,0.0,4.0,0.3,0.1,0.0,0.0,0.0,0.1,0.0,2.6,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,1.9
5254,ENSG00000122787,0.0,0.1,0.0,0.0,0.0,0.2,5.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,413.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,2.4,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0
5326,ENSG00000123453,0.9,2.1,2.4,2.3,2.8,0.8,0.6,1.2,3.0,2.0,2.2,0.8,1.5,1.8,40.6,0.5,1.6,1.1,1.6,1.3,1.8,10.9,76.3,2.1,3.8,1.7,3.1,40.9,2.0,2.8,0.8,2.1,0.3,0.5,4.9,1.7,0.5,0.4,1.1,0.8,0.6,1.1,2.3,0.6,4.2,1.2,0.3,2.2,0.8,0.8,0.0,0.9,0.8,2.2,1.4,0.7,0.6,2.1,2.0,4.7,3.7,5.1,1.7,2.4,5.9,1.9,1.5,2.0,0.1,0.6,1.1,6.9,2.7,1.8,1.5,0.6,0.5,1.4,0.7,0.9
5327,ENSG00000123454,2.7,264.4,0.3,1.0,0.2,0.2,0.1,0.4,1.8,0.4,0.0,0.1,0.4,0.3,0.2,0.1,0.3,0.3,0.5,0.2,0.3,1.3,35.2,0.7,2.2,0.1,0.7,4.1,0.0,1.4,1.3,0.4,0.0,0.1,0.6,0.2,0.1,0.2,0.6,0.0,0.4,0.9,0.4,0.2,0.1,0.4,0.0,0.0,0.4,1.1,0.0,0.0,0.1,0.3,0.2,0.1,0.0,0.3,0.2,1.4,0.6,209.4,0.2,0.3,1.2,0.3,0.1,8.6,0.5,0.2,0.2,0.7,2.3,0.3,0.1,0.0,0.0,0.0,0.0,0.1
5418,ENSG00000124212,41.8,4.5,0.5,8.8,1.5,0.3,23.2,0.2,0.9,28.5,0.9,37.6,3.1,76.3,15.6,15.9,78.1,30.2,39.0,0.4,0.7,3.9,5.9,17.6,0.7,0.6,37.2,2.5,0.3,0.8,1.1,21.4,6.4,0.1,7.4,8.0,3.8,7.0,10.2,39.0,0.5,0.5,17.3,5.0,0.3,7.6,2.3,0.8,79.0,17.6,0.0,0.2,0.9,1.2,2.0,0.6,0.1,5.3,16.7,0.7,0.1,0.7,35.9,3.6,11.4,6.9,2.8,3.9,0.1,0.1,0.2,1.6,6.8,1.1,6.8,8.7,0.1,0.3,7.6,10.4
5434,ENSG00000124253,57.2,1.1,0.6,1.6,1.1,0.0,28.8,0.2,0.5,0.0,0.1,55.9,107.4,1.2,0.2,0.4,0.9,4.8,1.0,0.8,1.0,416.9,664.7,0.2,0.3,1.0,1.6,0.4,0.0,20.5,0.3,0.2,77.3,0.5,1.1,0.2,0.4,0.9,140.2,2.8,0.5,0.3,0.9,0.0,0.1,0.7,6.3,0.0,0.8,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.4,0.1,1.7,0.5,0.0,0.0,6.2,0.0,0.5,0.1,0.5,0.2,0.0,0.0,0.2,0.0,0.0
