,Gene,adipose tissue,adrenal gland,amygdala,appendix,basal ganglia,bone marrow,breast,cerebellum,cerebral cortex,cervix,choroid plexus,colon,duodenum,endometrium,epididymis,esophagus,fallopian tube,gallbladder,heart muscle,hippocampal formation,hypothalamus,kidney,liver,lung,lymph node,midbrain,ovary,pancreas,parathyroid gland,pituitary gland,placenta,prostate,rectum,retina,salivary gland,seminal vesicle,skeletal muscle,skin,small intestine,smooth muscle,spinal cord,spleen,stomach,testis,thymus,thyroid gland,tongue,tonsil,urinary bladder,vagina,Adrenocortical cancer,Bile duct cancer,Bladder cancer,Bone cancer,Brain cancer,Esophageal cancer,Gallbladder cancer,Gastric cancer,Kidney cancer,Leukemia,Myeloma,Neuroblastoma,Non-cancerous,Rhabdoid,Sarcoma,Uncategorized,Uterine cancer,breast cancer,cervical cancer,colorectal cancer,head and neck cancer,liver cancer,lung cancer,lymphoma,ovarian cancer,pancreatic cancer,prostate cancer,skin cancer,testis cancer,thyroid cancer
10066,ENSG00000158516,5.3,1.0,1.1,0.7,1.3,0.4,2.5,1.2,1.0,1.8,0.3,1.3,16.9,0.8,0.1,1.4,0.6,0.0,8.1,0.9,0.9,0.9,2.5,0.7,1.4,2.7,8.3,43929.6,0.0,1.4,3.0,1.5,0.4,0.8,7.5,0.0,0.7,1.1,29.7,0.0,10.0,1.2,106.0,2.2,0.1,0.6,0.0,0.0,0.5,0.8,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.2,1.2,0.1,0.2,0.5,0.1,0.8,0.3,0.0,0.8,0.0,0.0,2.2,0.1,0.0
10068,ENSG00000158525,0.2,0.2,0.0,0.1,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,1.8,0.1,0.0,0.5,0.0,1.2,0.6,0.1,0.0,0.0,0.0,0.0,0.2,1.0,0.6,0.0,0.1,1.7,0.0,32.7,2.2,0.2,0.0,0.8,0.6,0.0,0.0,0.7,0.5,0.3,0.5,0.3,0.2,0.3,0.2,0.7,0.6,0.1,0.3,0.2,27.2,0.7,1.0,0.3,0.6,0.1,0.7,0.6,0.5,0.9,0.2,0.2,0.1,0.0,0.1,0.2
10106,ENSG00000158825,6.8,2.9,3.2,9.3,3.4,191.4,3.6,1.2,2.6,19.1,2.0,22.9,6.2,5.1,5.3,84.6,6.2,4.2,6.5,4.0,3.5,13.6,84.0,6.9,1.4,4.0,1.8,0.8,3.0,1.1,10.4,4.2,26.9,0.5,14.6,3.0,1.6,16.6,15.9,10.8,3.5,22.9,2.0,1.0,2.0,4.4,6.2,4.3,5.3,37.3,157.8,66.0,59.3,10.9,9.8,34.0,1.1,29.1,11.6,7.0,7.2,0.1,14.0,6.0,13.8,3.7,7.4,28.7,67.5,33.3,77.0,39.6,36.6,2.2,25.1,60.1,35.7,5.3,2.0,18.1
10113,ENSG00000158865,0.0,0.0,4.5,0.0,6.9,0.0,0.9,1.7,4.1,0.0,1.4,0.2,4.1,0.0,0.0,0.0,0.0,0.3,0.0,14.5,8.9,4.1,0.4,0.0,0.0,29.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,56.1,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.2,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0
10171,ENSG00000159339,1.7,0.1,0.4,0.7,0.3,104.1,0.3,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.4,1.0,0.4,1.0,0.2,0.2,0.5,1.6,7.6,0.3,0.3,0.1,0.2,0.0,0.2,0.5,0.1,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.4,0.1,29.2,0.4,0.1,1.5,0.3,0.3,0.2,0.6,0.3,0.0,0.0,0.3,0.0,0.1,0.2,0.0,0.0,0.0,3.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0
10195,ENSG00000159527,0.1,0.0,0.0,0.2,0.0,0.5,1.4,0.0,0.0,12.1,1.0,0.0,0.1,0.0,0.3,30.4,0.0,0.2,0.0,0.0,0.0,0.1,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.9,0.0,0.5,50.7,0.1,0.0,0.0,0.1,0.2,0.2,0.3,0.0,0.0,5.5,0.0,20.7,0.5,0.2,0.7,0.5,0.2,1.3,0.4,0.7,0.2,0.4,0.4,0.1,0.2,0.2,0.2,0.1,0.3,0.3,1.0,0.4,4.9,0.3,0.3,0.4,0.3,0.7,0.5,0.2,0.1,0.1
10204,ENSG00000159640,13.0,4.8,1.4,4.7,9.6,0.1,7.8,1.2,3.2,17.5,1.5,10.8,171.5,7.9,3.4,4.0,6.1,7.9,10.1,1.7,2.0,10.4,1.9,47.5,4.8,0.9,2.5,6.0,18.0,9.0,11.3,8.6,5.9,0.4,7.4,23.0,15.5,3.6,257.7,9.2,1.0,2.8,8.0,99.0,0.8,18.6,9.6,2.0,5.3,3.7,0.0,4.3,0.4,0.7,0.8,2.1,0.1,5.0,0.1,3.1,0.1,17.2,3.9,0.7,0.3,1.0,1.2,3.7,0.1,5.6,0.6,0.8,3.9,1.2,1.5,2.9,3.4,0.1,1.2,1.5
10206,ENSG00000159650,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,113.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
10291,ENSG00000160282,0.4,1.6,6.0,0.2,12.2,0.0,0.4,2.7,7.7,1.3,0.2,1.2,1.3,1.2,0.4,0.3,0.9,0.1,1.5,6.4,5.1,151.5,917.4,0.2,0.2,4.6,2.9,3.8,0.0,3.3,0.1,4.1,0.0,0.1,0.1,0.6,0.4,0.3,1.9,0.0,1.6,0.5,0.5,13.5,0.0,0.8,0.0,0.0,1.3,1.0,0.3,0.3,0.3,1.0,0.7,0.3,0.1,2.2,0.6,0.3,0.9,0.8,0.3,1.0,0.4,0.7,1.9,0.9,0.1,0.2,0.4,7.5,1.2,0.1,0.5,0.2,0.6,0.2,0.2,0.3
10324,ENSG00000160471,0.7,0.1,0.2,1.0,0.1,1.1,0.9,0.7,0.2,0.4,0.2,6.5,0.2,0.2,1.2,1.2,0.7,0.2,0.1,0.2,1.0,0.7,0.1,0.3,0.2,0.2,0.5,0.2,0.0,0.9,0.2,0.7,4.7,0.4,1.4,0.2,0.3,2.4,0.2,0.2,0.2,0.3,0.2,88.0,3.2,0.1,0.0,1.8,0.5,0.9,0.6,1.6,3.5,2.3,0.8,3.5,5.7,1.7,0.4,0.8,1.3,1.0,0.7,2.5,0.7,0.7,1.5,1.7,0.9,2.9,6.6,0.9,1.7,2.1,1.2,7.4,0.7,0.5,0.6,1.0
10372,ENSG00000160868,0.3,3.7,0.0,0.8,0.0,0.0,0.3,0.2,0.0,0.1,0.0,4.5,736.2,0.6,0.1,0.4,0.1,0.6,0.1,0.1,0.0,4.4,3492.7,0.1,0.8,0.0,0.1,42.1,0.0,1.0,0.0,0.1,2.0,0.3,0.3,0.0,2.3,1.8,779.1,0.0,0.0,0.1,1.1,0.8,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10373,ENSG00000160870,0.2,0.9,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.3,0.1,0.0,6.3,0.0,0.0,0.0,8.2,296.4,2.3,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.9,0.2,0.0,0.1,0.1,0.0,0.2,1.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,1.0,0.2,0.1,0.1,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
10375,ENSG00000160882,0.2,3571.8,0.1,0.9,0.1,0.0,0.1,4.2,0.2,0.2,0.0,0.1,0.0,0.2,0.0,0.4,0.2,0.0,0.4,0.1,0.1,0.8,0.5,0.3,0.0,0.1,0.2,0.4,0.0,0.4,0.0,0.3,0.0,0.0,1.3,0.0,0.2,0.2,0.2,0.0,0.0,0.3,0.4,4.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10401,ENSG00000161031,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,250.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.1,5.5,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,1.2,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0
10421,ENSG00000161281,259.4,88.4,73.3,19.8,53.8,2.1,102.5,29.6,78.9,68.3,189.3,118.7,14.5,52.8,38.2,79.6,55.9,30.7,2189.2,46.1,37.2,84.4,11.5,61.4,11.7,42.9,58.8,39.3,142.8,102.8,26.4,83.3,23.0,48.1,85.4,114.5,6714.2,32.7,35.6,81.8,24.5,33.5,45.1,9.4,83.2,53.1,4757.4,7.1,85.6,48.5,0.4,0.5,1.0,3.3,4.7,0.7,0.8,2.0,8.2,0.6,0.5,0.5,148.1,0.8,11.8,33.9,3.5,4.8,1.4,0.6,1.1,0.8,1.4,0.3,1.9,1.1,0.9,3.0,0.2,28.2
10448,ENSG00000161653,0.9,0.7,0.7,0.5,0.9,0.0,1.3,0.4,0.9,0.8,0.3,2.4,15.4,0.8,1.7,1.4,0.7,0.4,1.2,0.9,2.0,4.7,47.0,1.8,0.3,0.9,0.6,0.3,3.2,0.5,0.1,1.1,0.5,0.0,1.0,1.4,0.2,0.9,13.2,0.1,1.0,0.4,0.4,0.6,0.1,4.3,0.2,0.1,0.4,1.0,0.8,3.2,1.5,1.4,1.5,2.3,0.4,1.7,1.1,0.1,0.3,0.6,1.5,1.2,0.8,1.1,0.8,1.0,1.5,2.5,3.9,3.0,2.3,0.9,1.5,3.1,2.4,1.3,0.1,4.1
10470,ENSG00000161905,36.0,0.0,0.1,1.7,1.1,0.5,3.1,0.0,0.3,0.5,0.0,1.5,1.8,0.0,0.3,0.7,12.3,0.6,2.8,0.2,0.4,0.0,0.1,6.4,2.0,0.0,0.2,0.0,0.0,2.9,0.1,0.2,0.9,0.0,0.2,0.3,0.0,2.2,3.3,0.7,0.0,1.4,1.0,1.8,0.7,0.0,0.0,0.6,1.1,0.1,0.0,0.3,1.0,0.0,0.2,2.5,3.7,0.8,0.0,0.7,0.5,0.0,0.0,7.8,0.3,0.1,0.4,3.9,0.3,0.8,0.7,0.1,0.6,8.9,2.4,0.8,24.6,0.0,0.0,0.0
10529,ENSG00000162365,0.4,0.0,0.1,0.0,0.2,0.0,0.3,0.1,0.2,0.0,0.0,0.0,0.1,0.0,3.6,0.0,0.0,0.0,0.1,0.1,0.2,31.7,207.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.1,0.0,0.1,0.4,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.0,0.1,0.4,0.0,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.3,0.0,0.5,0.1
10580,ENSG00000162551,23.9,58.8,12.2,27.2,12.7,4.2,22.2,4.5,13.7,3.3,17.5,4.8,2.5,5.6,1.3,4.0,10.0,3.8,15.9,14.6,10.5,44.1,54.8,53.2,6.2,13.0,4.3,3.8,3.2,9.0,3.0,6.9,1.5,17.9,6.2,8.9,1.0,4.1,7.3,3.3,8.1,44.4,4.6,4.0,1.5,8.4,5.4,5.7,9.4,3.2,0.2,3.8,1.0,75.0,1.8,6.8,20.9,1.0,3.4,0.6,0.0,2.1,10.7,3.0,31.8,21.2,7.9,3.0,2.2,0.8,1.0,19.6,2.7,7.8,30.6,0.4,1.2,0.5,44.3,0.8
10605,ENSG00000162630,0.3,1.1,7.1,0.7,4.0,0.2,0.3,0.8,15.9,0.2,0.1,1.0,0.9,0.1,1.0,0.5,0.2,14.6,20.3,7.6,5.9,0.9,0.2,1.7,0.2,4.0,8.5,0.2,0.0,0.5,0.3,4.5,1.2,6.4,0.1,5.0,0.1,0.2,2.9,0.1,5.4,0.7,1.2,0.7,0.0,1.0,0.3,0.9,1.4,0.2,0.0,0.1,0.0,0.3,2.0,0.0,0.0,0.3,0.0,0.1,0.0,1.7,4.2,0.0,1.3,2.1,0.0,0.3,1.3,0.3,0.0,0.5,2.1,0.0,0.2,3.5,0.0,1.7,0.0,2.7
10672,ENSG00000162882,8.4,5.2,1.6,5.7,3.3,4.0,12.6,0.7,1.6,15.5,7.5,12.8,22.5,10.2,14.1,5.8,10.2,5.9,6.8,1.3,2.4,40.3,286.8,5.5,6.0,4.0,14.8,25.5,2.9,4.4,8.2,9.8,11.2,0.3,3.7,10.9,2.3,4.9,39.7,4.6,2.5,5.3,9.3,1.8,4.0,5.6,3.1,4.4,15.3,8.7,0.0,2.8,0.7,0.9,0.0,1.1,0.7,3.2,0.4,6.9,2.0,0.0,0.8,7.0,1.8,1.3,0.2,2.1,0.0,12.5,0.9,10.0,0.9,7.8,1.6,0.4,0.3,0.0,1.3,0.7
10730,ENSG00000163106,3.3,1.8,1.3,1.1,0.9,1.1,3.8,0.2,1.8,3.4,2.7,4.9,5.6,2.3,2.2,2.8,1.3,6.6,1.7,1.2,1.2,1.5,0.7,9.1,0.6,2.0,1.3,0.5,0.7,0.4,18.1,2.5,5.1,0.1,1.5,1.3,0.5,3.2,5.4,3.2,3.1,0.3,2.7,0.6,1.9,0.3,1.6,0.9,4.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
10760,ENSG00000163218,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,1.4,0.0,0.0,14.6,0.1,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,2.0,0.0,9.9,0.0,0.2,0.7,0.0,0.0,0.6,0.0,0.7,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,7.3,0.0,0.1,0.4,0.0,0.6,0.0,0.0,0.1,0.0
10773,ENSG00000163283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,17.2,0.0,0.0,0.0,0.2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.0,27.6,0.6,2.2,48.0,0.2,52.3,2.1,0.1,0.1,0.1,5.8,0.2,0.1,0.6,2.1,15.7,42.7,17.6,27.2,1.3,15.4,0.0,15.8,19.7,3.0,0.5,3.2,0.2
10775,ENSG00000163286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.3,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.1,0.1,0.3,16.9,0.1,20.0,0.0,0.1,0.0,0.0,0.3,2.9,0.0,0.6,1.1,1.1,0.7,11.3,6.8,2.0,12.0,0.0,0.8,17.1,0.0,0.3,35.3,0.3
10779,ENSG00000163295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,137.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,124.4,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10807,ENSG00000163399,146.1,200.2,103.2,140.1,203.3,103.0,213.4,464.0,334.7,132.7,411.8,561.8,763.5,89.6,297.4,248.7,139.0,349.2,225.6,162.9,114.1,1088.1,128.5,248.0,87.5,111.4,144.4,640.5,1433.4,156.3,116.1,170.5,525.4,292.1,701.1,284.2,142.1,306.4,791.6,140.8,137.3,76.1,195.8,135.9,90.3,722.6,113.2,128.9,144.4,181.6,115.7,388.4,362.3,632.1,341.8,350.1,480.9,369.4,262.3,185.9,189.8,231.1,300.1,117.7,247.8,321.1,289.6,396.5,298.8,474.8,383.1,360.9,284.8,241.5,361.7,333.6,289.8,950.0,330.0,239.5
10808,ENSG00000163406,1.0,1.3,11.5,2.9,13.5,5.8,4.6,3.4,20.8,49.1,1.6,2.5,2.1,1.9,38.3,3.3,10.9,6.1,1.9,6.3,4.7,10.6,0.9,19.5,5.8,4.7,0.7,5.4,1.7,3.3,2.2,38.4,2.8,20.3,23.9,21.3,0.8,0.8,2.0,1.1,2.2,5.9,1.5,4.0,1.5,6.5,0.3,5.8,4.7,2.2,0.2,0.8,2.4,1.9,0.7,3.3,6.6,1.9,0.3,6.4,4.8,0.5,0.4,0.5,0.4,0.6,0.4,3.7,1.0,1.0,6.4,0.4,1.5,3.2,1.5,2.0,2.5,0.5,1.0,0.4
10847,ENSG00000163521,4.4,4.7,2.2,3.8,3.3,4.2,5.1,1.3,2.5,5.1,15.2,2.9,3.0,5.7,11.1,2.3,22.3,8.6,2.1,2.6,2.8,13.0,3.0,5.1,2.9,1.8,7.4,3.0,13.9,6.6,8.2,5.4,3.5,7.7,4.4,4.6,1.0,4.3,4.0,5.6,2.0,4.7,2.7,50.8,3.3,8.1,1.0,3.3,5.7,2.1,3.3,4.9,4.2,4.1,5.9,3.4,3.1,4.0,6.9,2.4,3.9,3.8,7.2,5.5,8.0,8.3,5.4,4.9,3.7,3.3,4.1,5.4,4.3,2.7,4.5,4.0,5.2,12.6,4.4,5.2
10868,ENSG00000163586,6.4,0.7,1.4,155.3,1.5,0.0,10.4,0.6,4.5,0.7,0.0,5302.5,4606.2,12.6,0.0,2.5,3.7,0.5,0.8,1.0,1.3,696.7,12622.4,0.9,3.6,1.8,0.6,1.0,0.3,0.8,0.6,2.5,3297.6,0.1,0.5,8.1,0.8,0.5,4589.2,223.4,0.9,2.7,15.3,1.1,0.1,0.5,0.3,0.1,0.5,0.7,0.0,408.0,0.4,0.2,0.3,0.2,1.1,139.7,0.4,0.5,0.6,1.6,0.2,0.1,1.2,3.0,0.2,0.2,2.4,909.1,0.3,309.9,4.9,0.1,8.5,0.9,0.2,0.2,0.0,0.1
10887,ENSG00000163631,8.1,3.6,2.5,0.0,4.5,0.0,5.7,2.7,2.5,1.9,0.6,2.4,0.0,1.7,15.1,2.6,4.1,3.7,7.9,3.6,3.7,448.4,205952.1,6.5,1.2,2.3,2.4,1518.9,1.0,3.3,4.4,2.1,0.1,0.5,2.1,0.1,1.9,3.2,2.2,0.0,2.2,36.2,9.8,3.4,0.3,3.5,0.1,1.4,0.9,1.6,0.0,0.2,0.5,0.2,0.2,0.5,0.0,1.1,0.6,4.6,0.6,0.4,1.3,0.1,2.1,0.3,0.6,8.5,2.2,3.9,0.4,1846.4,8.6,5.1,2.7,0.2,75.7,0.3,0.0,0.2
10931,ENSG00000163751,17.6,2.6,0.0,19.3,0.0,25.4,20.2,0.0,0.2,57.2,0.9,37.9,26.5,25.3,18.8,39.7,6.3,108.3,6.0,0.0,0.0,3.2,2.7,83.7,11.0,0.0,0.8,20.4,2.7,0.8,1.7,17.9,54.8,0.0,11.7,14.6,1.5,17.2,44.6,24.8,0.0,1.1,44.1,3.7,14.5,0.9,9.8,14.7,52.0,10.3,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,15.3,0.0,0.0,0.2,0.0,1.2,1.4,0.0,0.6,0.0,0.0,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1
10952,ENSG00000163817,0.1,0.1,0.1,0.6,0.4,0.5,0.4,0.3,1.1,1.3,48.6,0.5,24.5,0.8,0.1,0.1,0.2,6.7,0.1,0.2,0.1,1.8,0.2,1.9,0.3,0.2,0.1,2.9,0.0,1.2,0.1,0.5,0.2,0.3,0.7,0.1,0.7,0.6,18.4,0.3,0.4,0.1,4.5,0.3,0.9,0.1,0.5,0.1,0.0,0.1,0.1,4.1,0.3,0.2,0.2,0.6,0.2,10.7,1.0,0.6,0.4,0.3,0.2,0.5,0.1,0.3,0.5,0.3,0.2,12.9,0.4,0.4,0.8,0.3,1.9,6.8,1.2,0.1,1.6,1.4
10998,ENSG00000163959,1.3,5.0,0.3,1.2,0.4,5.9,1.1,0.6,0.4,2.0,0.0,11.0,29.6,0.8,0.8,1.4,1.5,0.6,1.2,0.4,0.5,5.3,69.2,1.9,0.5,0.3,1.4,0.9,2.6,1.2,0.1,1.0,0.6,0.7,1.2,0.0,1.6,2.5,62.7,0.2,0.4,1.8,0.8,4.0,0.1,1.4,0.0,0.5,1.0,1.7,0.5,0.4,0.6,0.6,0.9,1.2,1.9,0.6,0.9,1.0,0.9,0.8,0.6,0.9,0.6,0.2,1.1,0.8,1.4,1.7,0.9,1.2,0.7,2.7,0.6,0.5,1.3,0.7,0.1,0.6
11046,ENSG00000164089,0.3,5.3,241.4,0.1,261.9,0.0,0.1,22.4,177.5,0.1,11.2,0.0,0.1,0.3,0.0,0.1,0.0,0.2,10.3,105.7,101.9,8.8,185.1,0.1,0.0,141.4,0.1,0.0,2.8,1.8,0.0,0.0,0.0,1.6,33.4,0.1,2.3,0.0,0.0,0.0,32.9,0.7,17.8,0.5,0.1,1.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.3,0.0,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.0,0.0,1.1,0.5,0.0,0.2,0.1,0.2,0.8,0.0,0.0
11064,ENSG00000164120,8.9,16.0,0.8,11.1,0.7,2.7,156.1,0.1,0.5,31.3,10.4,58.9,148.0,44.1,35.6,79.0,12.9,24.1,1.6,0.8,1.1,58.1,204.5,88.2,5.3,1.4,1.4,2.5,82.1,2.0,95.8,9.9,55.6,0.9,7.4,3.9,2.4,38.5,114.1,61.4,0.7,10.0,229.1,1.6,11.9,1.7,2.9,25.9,363.3,80.4,0.0,8.6,49.9,1.4,4.4,9.4,19.4,20.8,8.5,40.6,3.1,0.6,3.4,37.8,0.2,10.1,1.0,40.7,37.4,41.1,5.5,30.9,14.2,12.8,4.2,16.5,57.0,4.1,111.7,36.7
11122,ENSG00000164303,0.2,0.3,1.5,0.8,3.2,0.8,0.7,0.6,5.0,0.2,2.6,0.9,1.7,0.2,6.0,0.9,0.3,0.5,0.2,4.7,3.2,29.5,0.1,0.3,0.9,9.5,15.6,0.0,0.0,4.1,0.1,2.2,0.9,0.1,0.7,5.9,0.2,0.1,2.1,0.1,27.8,0.9,1.2,2.4,1.8,0.1,1.3,2.7,0.6,0.3,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.3,1.3,0.4,0.0,0.1,0.1,0.0,0.2,0.2,0.1,0.1,0.0,0.2,0.1,0.4,0.0,0.1,0.1,0.1,0.3,0.1
11145,ENSG00000164363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11204,ENSG00000164638,41.8,7.9,15.3,0.7,13.9,0.5,12.9,9.1,25.9,4.8,36.4,3.0,4.5,5.2,4.9,1.1,3.8,1.6,3.6,20.0,31.6,7.7,9.0,0.9,0.2,26.8,2.5,15.0,1.6,3.5,0.5,5.7,1.7,4.0,1.2,0.7,2.6,2.9,5.4,1.8,6.7,1.6,6.4,2.5,0.3,9.4,0.4,0.1,2.3,2.0,8.9,6.2,2.8,15.0,9.6,4.3,1.2,10.5,13.7,3.3,0.4,39.9,2.4,9.4,7.1,4.6,16.9,6.3,2.3,4.6,2.0,19.9,12.4,0.7,6.2,2.4,5.5,4.2,9.9,5.9
11222,ENSG00000164707,0.0,0.0,0.3,0.0,0.1,0.0,0.0,1.6,3.8,0.7,1503.1,0.0,0.0,0.0,0.0,2.3,0.6,0.0,0.1,1.2,0.3,0.0,0.0,0.0,0.0,0.6,0.1,0.2,0.0,1.4,56.1,0.0,0.0,2.4,0.5,0.0,0.0,0.2,0.0,0.0,2.0,0.0,0.0,4.1,0.0,0.0,0.0,2.0,0.0,1.1,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.3,0.0,1.5,0.0,0.4,0.0,0.5,0.5,0.1,0.0,0.0,0.1,0.1,0.2,0.1,0.8,0.2,1.4,0.0,0.0,3.1,0.1
