,rxns,subsystems
4727,MAR04545,Serotonin and melatonin biosynthesis
4728,MAR04546,Serotonin and melatonin biosynthesis
4729,MAR04547,Serotonin and melatonin biosynthesis
4730,MAR04548,Serotonin and melatonin biosynthesis
4731,MAR04549,Serotonin and melatonin biosynthesis
4732,MAR04550,Serotonin and melatonin biosynthesis
4733,MAR04551,Serotonin and melatonin biosynthesis
4734,MAR04552,Serotonin and melatonin biosynthesis
4735,MAR04553,Serotonin and melatonin biosynthesis
4736,MAR04554,Serotonin and melatonin biosynthesis
4737,MAR04555,Serotonin and melatonin biosynthesis
4738,MAR04556,Serotonin and melatonin biosynthesis
4739,MAR04557,Serotonin and melatonin biosynthesis
4740,MAR04558,Serotonin and melatonin biosynthesis
4741,MAR04559,Serotonin and melatonin biosynthesis
4742,MAR04560,Serotonin and melatonin biosynthesis
4743,MAR04561,Serotonin and melatonin biosynthesis
4744,MAR04563,Serotonin and melatonin biosynthesis
4745,MAR04564,Serotonin and melatonin biosynthesis
4746,MAR04204,Thiamine metabolism
4747,MAR04206,Thiamine metabolism
4748,MAR04207,Thiamine metabolism
4749,MAR04208,Thiamine metabolism
4750,MAR08744,Thiamine metabolism
4751,MAR08746,Thiamine metabolism
4752,MAR08748,Thiamine metabolism
4753,MAR08613,Vitamin B12 metabolism
4754,MAR08615,Vitamin B12 metabolism
4755,MAR08616,Vitamin B12 metabolism
4756,MAR04064,Vitamin B6 metabolism
4757,MAR04065,Vitamin B6 metabolism
4758,MAR04066,Vitamin B6 metabolism
4759,MAR04067,Vitamin B6 metabolism
4760,MAR04068,Vitamin B6 metabolism
4761,MAR04069,Vitamin B6 metabolism
4762,MAR04070,Vitamin B6 metabolism
4763,MAR04071,Vitamin B6 metabolism
4764,MAR08102,Vitamin B6 metabolism
4765,MAR08724,Vitamin B6 metabolism
4766,MAR08725,Vitamin B6 metabolism
4767,MAR02114,Vitamin D metabolism
4768,MAR02115,Vitamin D metabolism
4769,MAR02117,Vitamin D metabolism
4770,MAR02118,Vitamin D metabolism
4771,MAR02129,Vitamin D metabolism
4772,MAR02130,Vitamin D metabolism
4773,MAR02131,Vitamin D metabolism
4774,MAR02132,Vitamin D metabolism
4775,MAR02133,Vitamin D metabolism
4776,MAR02134,Vitamin D metabolism
4777,MAR02135,Vitamin D metabolism
4778,MAR02136,Vitamin D metabolism
4779,MAR02137,Vitamin D metabolism
4780,MAR02138,Vitamin D metabolism
4781,MAR02139,Vitamin D metabolism
4782,MAR02140,Vitamin D metabolism
4783,MAR02142,Vitamin D metabolism
4784,MAR02143,Vitamin D metabolism
4785,MAR02144,Vitamin D metabolism
4786,MAR02145,Vitamin D metabolism
4787,MAR07996,Vitamin D metabolism
4788,MAR07999,Vitamin D metabolism
4789,MAR08003,Vitamin D metabolism
4790,MAR08004,Vitamin D metabolism
4791,MAR08005,Vitamin D metabolism
4792,MAR08006,Vitamin D metabolism
4793,MAR08008,Vitamin D metabolism
4794,MAR08011,Vitamin D metabolism
4795,MAR08012,Vitamin D metabolism
4796,MAR08013,Vitamin D metabolism
4797,MAR08014,Vitamin D metabolism
4798,MAR06423,Vitamin E metabolism
4799,MAR06426,Vitamin E metabolism
4800,MAR06427,Vitamin E metabolism
4801,MAR06428,Vitamin E metabolism
4802,MAR06429,Vitamin E metabolism
4803,MAR06432,Vitamin E metabolism
4804,MAR06433,Vitamin E metabolism
4805,MAR06434,Vitamin E metabolism
4806,MAR06435,Vitamin E metabolism
4807,MAR06436,Vitamin E metabolism
4808,MAR06441,Vitamin E metabolism
4809,MAR06442,Vitamin E metabolism
4810,MAR06443,Vitamin E metabolism
4811,MAR06444,Vitamin E metabolism
4812,MAR06447,Vitamin E metabolism
4813,MAR06448,Vitamin E metabolism
4814,MAR06450,Vitamin E metabolism
4815,MAR06451,Vitamin E metabolism
4816,MAR06453,Vitamin E metabolism
4817,MAR06456,Vitamin E metabolism
4818,MAR06457,Vitamin E metabolism
4819,MAR06458,Vitamin E metabolism
4820,MAR06459,Vitamin E metabolism
4821,MAR06460,Vitamin E metabolism
4822,MAR06461,Vitamin E metabolism
4823,MAR06464,Vitamin E metabolism
4824,MAR06465,Vitamin E metabolism
4825,MAR06466,Vitamin E metabolism
4826,MAR06467,Vitamin E metabolism
4827,MAR06470,Vitamin E metabolism
4828,MAR06471,Vitamin E metabolism
4829,MAR06472,Vitamin E metabolism
4830,MAR06473,Vitamin E metabolism
4831,MAR06476,Vitamin E metabolism
4832,MAR06500,Vitamin E metabolism
4833,MAR06477,Vitamin E metabolism
4834,MAR06478,Vitamin E metabolism
4835,MAR06479,Vitamin E metabolism
4836,MAR06482,Vitamin E metabolism
4837,MAR06484,Vitamin E metabolism
4838,MAR06486,Vitamin E metabolism
4839,MAR06488,Vitamin E metabolism
4840,MAR06490,Vitamin E metabolism
4841,MAR06492,Vitamin E metabolism
4842,MAR06495,Vitamin E metabolism
4843,MAR06496,Vitamin E metabolism
4844,MAR06501,Vitamin E metabolism
4845,MAR06992,Xenobiotics metabolism
4846,MAR06993,Xenobiotics metabolism
4847,MAR06994,Xenobiotics metabolism
4848,MAR06995,Xenobiotics metabolism
4849,MAR06996,Xenobiotics metabolism
4850,MAR06997,Xenobiotics metabolism
4851,MAR06998,Xenobiotics metabolism
4852,MAR06999,Xenobiotics metabolism
4853,MAR07000,Xenobiotics metabolism
4854,MAR07001,Xenobiotics metabolism
4855,MAR07002,Xenobiotics metabolism
4856,MAR07003,Xenobiotics metabolism
4857,MAR07004,Xenobiotics metabolism
4858,MAR07005,Xenobiotics metabolism
4859,MAR07006,Xenobiotics metabolism
4860,MAR07007,Xenobiotics metabolism
4861,MAR07008,Xenobiotics metabolism
4862,MAR07009,Xenobiotics metabolism
4863,MAR07010,Xenobiotics metabolism
4864,MAR07011,Xenobiotics metabolism
4865,MAR07012,Xenobiotics metabolism
4866,MAR07013,Xenobiotics metabolism
4867,MAR07014,Xenobiotics metabolism
4868,MAR07015,Xenobiotics metabolism
4869,MAR07016,Xenobiotics metabolism
4870,MAR07017,Xenobiotics metabolism
4871,MAR07018,Xenobiotics metabolism
4872,MAR07019,Xenobiotics metabolism
4873,MAR07020,Xenobiotics metabolism
4874,MAR07021,Xenobiotics metabolism
4875,MAR07022,Xenobiotics metabolism
4876,MAR07023,Xenobiotics metabolism
4877,MAR07024,Xenobiotics metabolism
4878,MAR07025,Xenobiotics metabolism
4879,MAR07026,Xenobiotics metabolism
4880,MAR07027,Xenobiotics metabolism
4881,MAR07028,Xenobiotics metabolism
4882,MAR07029,Xenobiotics metabolism
4883,MAR07030,Xenobiotics metabolism
4884,MAR07031,Xenobiotics metabolism
4885,MAR07032,Xenobiotics metabolism
4886,MAR07033,Xenobiotics metabolism
4887,MAR07034,Xenobiotics metabolism
4888,MAR07035,Xenobiotics metabolism
4889,MAR07036,Xenobiotics metabolism
4890,MAR07037,Xenobiotics metabolism
4891,MAR07038,Xenobiotics metabolism
4892,MAR07039,Xenobiotics metabolism
4893,MAR07040,Xenobiotics metabolism
4894,MAR07041,Xenobiotics metabolism
4895,MAR07042,Xenobiotics metabolism
4896,MAR07043,Xenobiotics metabolism
4897,MAR07044,Xenobiotics metabolism
4898,MAR07045,Xenobiotics metabolism
4899,MAR07046,Xenobiotics metabolism
4900,MAR07047,Xenobiotics metabolism
4901,MAR07048,Xenobiotics metabolism
4902,MAR07049,Xenobiotics metabolism
4903,MAR07050,Xenobiotics metabolism
4904,MAR07051,Xenobiotics metabolism
4905,MAR07052,Xenobiotics metabolism
4906,MAR07053,Xenobiotics metabolism
4907,MAR07054,Xenobiotics metabolism
4908,MAR07055,Xenobiotics metabolism
4909,MAR07056,Xenobiotics metabolism
4910,MAR07057,Xenobiotics metabolism
4911,MAR07058,Xenobiotics metabolism
4912,MAR07059,Xenobiotics metabolism
4913,MAR07060,Xenobiotics metabolism
4914,MAR07061,Xenobiotics metabolism
4915,MAR07062,Xenobiotics metabolism
4916,MAR07063,Xenobiotics metabolism
4917,MAR07064,Xenobiotics metabolism
4918,MAR07065,Xenobiotics metabolism
4919,MAR07066,Xenobiotics metabolism
4920,MAR07067,Xenobiotics metabolism
4921,MAR07068,Xenobiotics metabolism
4922,MAR07069,Xenobiotics metabolism
4923,MAR07070,Xenobiotics metabolism
4924,MAR07071,Xenobiotics metabolism
4925,MAR07072,Xenobiotics metabolism
4926,MAR07073,Xenobiotics metabolism
4927,MAR07074,Xenobiotics metabolism
4928,MAR07075,Xenobiotics metabolism
4929,MAR07076,Xenobiotics metabolism
4930,MAR07077,Xenobiotics metabolism
4931,MAR07078,Xenobiotics metabolism
4932,MAR07079,Xenobiotics metabolism
4933,MAR07080,Xenobiotics metabolism
4934,MAR07081,Xenobiotics metabolism
4935,MAR07082,Xenobiotics metabolism
4936,MAR07083,Xenobiotics metabolism
4937,MAR07084,Xenobiotics metabolism
4938,MAR07085,Xenobiotics metabolism
4939,MAR07086,Xenobiotics metabolism
4940,MAR07087,Xenobiotics metabolism
4941,MAR07088,Xenobiotics metabolism
4942,MAR07089,Xenobiotics metabolism
4943,MAR07090,Xenobiotics metabolism
4944,MAR07091,Xenobiotics metabolism
4945,MAR07092,Xenobiotics metabolism
4946,MAR07093,Xenobiotics metabolism
4947,MAR07094,Xenobiotics metabolism
4948,MAR07095,Xenobiotics metabolism
4949,MAR07096,Xenobiotics metabolism
4950,MAR07097,Xenobiotics metabolism
4951,MAR07098,Xenobiotics metabolism
4952,MAR07099,Xenobiotics metabolism
4953,MAR07100,Xenobiotics metabolism
4954,MAR07103,Xenobiotics metabolism
4955,MAR07104,Xenobiotics metabolism
4956,MAR07106,Xenobiotics metabolism
4957,MAR07688,Xenobiotics metabolism
4958,MAR08032,Xenobiotics metabolism
4959,MAR08034,Xenobiotics metabolism
4960,MAR08036,Xenobiotics metabolism
4961,MAR08037,Xenobiotics metabolism
4962,MAR08038,Xenobiotics metabolism
4963,MAR08040,Xenobiotics metabolism
4964,MAR08043,Xenobiotics metabolism
4965,MAR08046,Xenobiotics metabolism
4966,MAR08049,Xenobiotics metabolism
4967,MAR08052,Xenobiotics metabolism
4968,MAR08055,Xenobiotics metabolism
4969,MAR08059,Xenobiotics metabolism
4970,MAR08596,Xenobiotics metabolism
4971,MAR08598,Xenobiotics metabolism
4972,MAR08601,Xenobiotics metabolism
4973,MAR06535,Xenobiotics metabolism
4974,MAR06536,Xenobiotics metabolism
4975,MAR09569,Xenobiotics metabolism
4976,MAR03955,Miscellaneous
4977,MAR03984,Miscellaneous
4978,MAR04201,Miscellaneous
4979,MAR04202,Miscellaneous
4980,MAR05127,Miscellaneous
4981,MAR05128,Miscellaneous
4982,MAR05363,Miscellaneous
4983,MAR05406,Miscellaneous
4984,MAR05409,Miscellaneous
4985,MAR07794,Miscellaneous
4986,MAR08617,Miscellaneous
4987,MAR08749,Miscellaneous
4988,MAR08750,Miscellaneous
4989,MAR08751,Miscellaneous
4990,MAR08752,Miscellaneous
4991,MAR07741,Miscellaneous
4992,MAR09464,Isolated
4993,MAR09465,Isolated
4994,MAR09466,Isolated
4995,MAR09467,Isolated
4996,MAR09468,Isolated
4997,MAR09469,Isolated
4998,MAR09470,Isolated
4999,MAR09471,Isolated
5000,MAR09472,Isolated
5001,MAR09473,Isolated
5002,MAR09474,Isolated
5003,MAR09475,Isolated
5004,MAR09476,Isolated
5005,MAR09477,Isolated
5006,MAR09478,Isolated
5007,MAR09479,Isolated
5008,MAR09480,Isolated
5009,MAR09481,Isolated
5010,MAR09482,Isolated
5011,MAR09483,Isolated
5012,MAR09484,Isolated
5013,MAR09485,Isolated
5014,MAR09487,Isolated
5015,MAR09488,Isolated
5016,MAR09489,Isolated
5017,MAR09490,Isolated
5018,MAR09491,Isolated
5019,MAR09492,Isolated
5020,MAR09493,Isolated
5021,MAR09494,Isolated
5022,MAR09495,Isolated
5023,MAR09496,Isolated
5024,MAR09497,Isolated
5025,MAR09498,Isolated
5026,MAR09499,Isolated
5027,MAR09500,Isolated
5028,MAR09501,Isolated
5029,MAR09502,Isolated
5030,MAR09503,Isolated
5031,MAR09504,Isolated
5032,MAR09505,Isolated
5033,MAR09506,Isolated
5034,MAR09507,Isolated
5035,MAR09508,Isolated
5036,MAR09509,Isolated
5037,MAR09510,Isolated
5038,MAR09511,Isolated
5039,MAR09512,Isolated
5040,MAR09513,Isolated
5041,MAR09514,Isolated
5042,MAR09515,Isolated
5043,MAR09516,Isolated
5044,MAR09517,Isolated
5045,MAR09518,Isolated
5046,MAR09519,Isolated
5047,MAR09520,Isolated
5048,MAR09521,Isolated
5049,MAR09522,Isolated
5050,MAR09523,Isolated
5051,MAR09524,Isolated
5052,MAR09525,Isolated
5053,MAR09527,Isolated
5054,MAR09528,Isolated
5055,MAR09529,Isolated
5056,MAR09530,Isolated
5057,MAR09531,Isolated
5058,MAR09532,Isolated
5059,MAR09534,Isolated
5060,MAR09535,Isolated
5061,MAR09536,Isolated
5062,MAR09537,Isolated
5063,MAR09538,Isolated
5064,MAR09539,Isolated
5065,MAR09540,Isolated
5066,MAR09541,Isolated
5067,MAR09542,Isolated
5068,MAR09543,Isolated
5069,MAR09544,Isolated
5070,MAR09545,Isolated
5071,MAR09546,Isolated
5072,MAR09547,Isolated
5073,MAR09548,Isolated
5074,MAR09549,Isolated
5075,MAR09550,Isolated
5076,MAR09551,Isolated
5077,MAR09552,Isolated
5078,MAR09553,Isolated
5079,MAR09801,Isolated
5080,MAR09807,Isolated
5081,MAR09554,Isolated
5082,MAR09555,Isolated
5083,MAR09556,Isolated
5084,MAR09557,Isolated
5085,MAR09558,Isolated
5086,MAR09559,Isolated
5087,MAR09560,Isolated
5088,MAR09561,Isolated
5089,MAR09562,Isolated
5090,MAR09563,Isolated
5091,MAR09564,Isolated
5092,MAR09565,Isolated
5093,MAR09566,Isolated
5094,MAR09567,Isolated
5095,MAR09568,Isolated
5096,MAR09570,Isolated
5097,MAR09571,Isolated
5098,MAR09572,Isolated
5099,MAR09573,Isolated
5100,MAR09574,Isolated
5101,MAR09575,Isolated
5102,MAR09577,Isolated
5103,MAR09578,Isolated
5104,MAR09579,Isolated
5105,MAR09580,Transport reactions
5106,MAR09581,Transport reactions
5107,MAR09582,Transport reactions
5108,MAR09583,Transport reactions
5109,MAR09584,Transport reactions
5110,MAR09585,Transport reactions
5111,MAR09586,Transport reactions
5112,MAR09587,Transport reactions
5113,MAR09588,Transport reactions
5114,MAR09798,Isolated
5115,MAR09806,Isolated
5116,MAR00010,Pool reactions
5117,MAR00011,Pool reactions
5118,MAR00012,Pool reactions
5119,MAR00013,Pool reactions
5120,MAR00014,Pool reactions
5121,MAR00477,Pool reactions
5122,MAR00545,Pool reactions
5123,MAR00546,Pool reactions
5124,MAR00547,Pool reactions
5125,MAR00548,Pool reactions
5126,MAR00549,Pool reactions
5127,MAR00550,Pool reactions
5128,MAR00551,Pool reactions
5129,MAR00552,Pool reactions
5130,MAR00553,Pool reactions
5131,MAR00555,Pool reactions
5132,MAR00556,Pool reactions
5133,MAR00557,Pool reactions
5134,MAR00558,Pool reactions
5135,MAR00559,Pool reactions
5136,MAR00560,Pool reactions
5137,MAR00561,Pool reactions
5138,MAR00685,Pool reactions
5139,MAR00686,Pool reactions
5140,MAR00687,Pool reactions
5141,MAR00688,Pool reactions
5142,MAR00689,Pool reactions
5143,MAR00690,Pool reactions
5144,MAR00691,Pool reactions
5145,MAR00692,Pool reactions
5146,MAR01185,Pool reactions
5147,MAR01227,Pool reactions
5148,MAR05233,Pool reactions
5149,MAR05234,Pool reactions
5150,MAR05238,Pool reactions
5151,MAR05239,Pool reactions
5152,MAR05243,Pool reactions
5153,MAR05244,Pool reactions
5154,MAR05247,Pool reactions
5155,MAR05257,Pool reactions
5156,MAR09022,Pool reactions
5157,MAR00004,Transport reactions
5158,MAR00006,Transport reactions
5159,MAR00007,Transport reactions
5160,MAR00008,Transport reactions
5161,MAR00009,Transport reactions
5162,MAR00015,Transport reactions
5163,MAR00016,Transport reactions
5164,MAR00017,Transport reactions
5165,MAR00018,Transport reactions
5166,MAR00019,Transport reactions
5167,MAR00155,Transport reactions
5168,MAR00164,Transport reactions
5169,MAR00167,Transport reactions
5170,MAR00170,Transport reactions
5171,MAR00173,Transport reactions
5172,MAR00176,Transport reactions
5173,MAR00179,Transport reactions
5174,MAR00183,Transport reactions
5175,MAR00187,Transport reactions
5176,MAR00190,Transport reactions
5177,MAR00191,Transport reactions
5178,MAR00194,Transport reactions
5179,MAR00195,Transport reactions
5180,MAR00198,Transport reactions
5181,MAR00199,Transport reactions
5182,MAR00202,Transport reactions
5183,MAR00203,Transport reactions
5184,MAR00207,Transport reactions
5185,MAR00208,Transport reactions
5186,MAR00211,Transport reactions
5187,MAR00212,Transport reactions
5188,MAR00215,Transport reactions
5189,MAR00216,Transport reactions
5190,MAR00224,Transport reactions
5191,MAR00225,Transport reactions
5192,MAR00231,Transport reactions
5193,MAR00232,Transport reactions
5194,MAR00235,Transport reactions
5195,MAR00236,Transport reactions
5196,MAR00239,Transport reactions
5197,MAR00240,Transport reactions
5198,MAR00243,Transport reactions
5199,MAR00244,Transport reactions
5200,MAR00247,Transport reactions
5201,MAR00248,Transport reactions
5202,MAR00253,Transport reactions
5203,MAR00254,Transport reactions
5204,MAR00257,Transport reactions
5205,MAR00258,Transport reactions
5206,MAR00261,Transport reactions
5207,MAR00262,Transport reactions
5208,MAR00265,Transport reactions
5209,MAR00266,Transport reactions
5210,MAR00269,Transport reactions
5211,MAR00270,Transport reactions
5212,MAR00273,Transport reactions
5213,MAR00274,Transport reactions
5214,MAR00277,Transport reactions
5215,MAR00278,Transport reactions
5216,MAR00281,Transport reactions
5217,MAR00282,Transport reactions
5218,MAR00287,Transport reactions
5219,MAR00288,Transport reactions
5220,MAR00291,Transport reactions
5221,MAR00292,Transport reactions
5222,MAR00295,Transport reactions
5223,MAR00296,Transport reactions
5224,MAR00299,Transport reactions
5225,MAR00300,Transport reactions
5226,MAR00303,Transport reactions
5227,MAR00304,Transport reactions
5228,MAR00307,Transport reactions
5229,MAR00308,Transport reactions
5230,MAR00311,Transport reactions
5231,MAR00312,Transport reactions
5232,MAR00317,Transport reactions
5233,MAR00318,Transport reactions
5234,MAR00321,Transport reactions
5235,MAR00322,Transport reactions
5236,MAR00325,Transport reactions
5237,MAR00326,Transport reactions
5238,MAR00329,Transport reactions
5239,MAR00330,Transport reactions
5240,MAR00335,Transport reactions
5241,MAR00336,Transport reactions
5242,MAR00339,Transport reactions
5243,MAR00340,Transport reactions
5244,MAR00343,Transport reactions
5245,MAR00344,Transport reactions
5246,MAR00347,Transport reactions
5247,MAR00348,Transport reactions
5248,MAR00351,Transport reactions
5249,MAR00352,Transport reactions
5250,MAR00355,Transport reactions
5251,MAR00356,Transport reactions
5252,MAR00359,Transport reactions
5253,MAR00360,Transport reactions
5254,MAR00363,Transport reactions
5255,MAR00364,Transport reactions
5256,MAR00367,Transport reactions
5257,MAR00368,Transport reactions
5258,MAR00371,Transport reactions
5259,MAR00372,Transport reactions
5260,MAR00375,Transport reactions
5261,MAR00376,Transport reactions
5262,MAR00379,Transport reactions
5263,MAR00380,Transport reactions
5264,MAR00383,Transport reactions
5265,MAR00384,Transport reactions
5266,MAR00387,Transport reactions
5267,MAR00388,Transport reactions
5268,MAR00391,Transport reactions
5269,MAR00392,Transport reactions
5270,MAR00395,Transport reactions
5271,MAR00396,Transport reactions
5272,MAR00399,Transport reactions
5273,MAR00400,Transport reactions
5274,MAR00403,Transport reactions
5275,MAR00404,Transport reactions
5276,MAR00407,Transport reactions
5277,MAR00408,Transport reactions
5278,MAR00411,Transport reactions
5279,MAR00412,Transport reactions
5280,MAR00415,Transport reactions
5281,MAR00416,Transport reactions
5282,MAR00419,Transport reactions
5283,MAR00420,Transport reactions
5284,MAR00423,Transport reactions
5285,MAR00424,Transport reactions
5286,MAR00427,Transport reactions
5287,MAR00428,Transport reactions
5288,MAR00431,Transport reactions
5289,MAR00432,Transport reactions
5290,MAR00435,Transport reactions
5291,MAR00436,Transport reactions
5292,MAR00439,Transport reactions
5293,MAR00440,Transport reactions
5294,MAR00444,Transport reactions
5295,MAR00469,Transport reactions
5296,MAR00470,Transport reactions
5297,MAR00476,Transport reactions
5298,MAR00770,Transport reactions
5299,MAR00782,Transport reactions
5300,MAR01082,Transport reactions
5301,MAR01086,Transport reactions
5302,MAR01898,Transport reactions
5303,MAR01899,Transport reactions
5304,MAR01900,Transport reactions
5305,MAR01901,Transport reactions
5306,MAR01902,Transport reactions
5307,MAR01903,Transport reactions
5308,MAR01904,Transport reactions
5309,MAR01905,Transport reactions
5310,MAR01906,Transport reactions
5311,MAR01907,Transport reactions
5312,MAR01908,Transport reactions
5313,MAR01909,Transport reactions
5314,MAR01910,Transport reactions
5315,MAR01911,Transport reactions
5316,MAR01913,Transport reactions
5317,MAR01914,Transport reactions
5318,MAR01919,Transport reactions
5319,MAR02013,Transport reactions
5320,MAR03858,Transport reactions
5321,MAR03916,Transport reactions
5322,MAR03951,Transport reactions
5323,MAR03959,Transport reactions
5324,MAR03964,Transport reactions
5325,MAR04062,Transport reactions
5326,MAR04063,Transport reactions
5327,MAR04249,Transport reactions
5328,MAR04321,Transport reactions
5329,MAR04432,Transport reactions
5330,MAR04433,Transport reactions
5331,MAR04434,Transport reactions
5332,MAR04435,Transport reactions
5333,MAR04436,Transport reactions
5334,MAR04691,Transport reactions
5335,MAR04721,Transport reactions
5336,MAR04844,Transport reactions
5337,MAR04845,Transport reactions
5338,MAR04847,Transport reactions
5339,MAR04848,Transport reactions
5340,MAR04849,Transport reactions
5341,MAR04858,Transport reactions
5342,MAR04861,Transport reactions
5343,MAR04873,Transport reactions
5344,MAR04875,Transport reactions
5345,MAR04882,Transport reactions
5346,MAR04885,Transport reactions
5347,MAR04896,Transport reactions
5348,MAR04910,Transport reactions
5349,MAR04911,Transport reactions
5350,MAR04912,Transport reactions
5351,MAR04919,Transport reactions
5352,MAR04928,Transport reactions
5353,MAR04931,Transport reactions
5354,MAR04932,Transport reactions
5355,MAR04933,Transport reactions
5356,MAR04934,Transport reactions
5357,MAR04935,Transport reactions
5358,MAR04938,Transport reactions
5359,MAR04939,Transport reactions
5360,MAR04946,Transport reactions
5361,MAR04947,Transport reactions
5362,MAR04948,Transport reactions
5363,MAR04949,Transport reactions
5364,MAR04952,Transport reactions
5365,MAR04954,Transport reactions
5366,MAR04956,Transport reactions
5367,MAR04958,Transport reactions
5368,MAR04969,Transport reactions
5369,MAR04973,Transport reactions
5370,MAR04975,Transport reactions
5371,MAR04976,Transport reactions
5372,MAR04980,Transport reactions
5373,MAR04982,Transport reactions
5374,MAR04983,Transport reactions
5375,MAR04985,Transport reactions
5376,MAR04989,Transport reactions
5377,MAR04990,Transport reactions
5378,MAR04992,Transport reactions
5379,MAR04993,Transport reactions
5380,MAR04994,Transport reactions
5381,MAR04995,Transport reactions
5382,MAR04996,Transport reactions
5383,MAR04999,Transport reactions
5384,MAR05000,Transport reactions
5385,MAR05002,Transport reactions
5386,MAR05003,Transport reactions
5387,MAR05005,Transport reactions
5388,MAR05007,Transport reactions
5389,MAR05008,Transport reactions
5390,MAR05009,Transport reactions
5391,MAR05010,Transport reactions
5392,MAR05011,Transport reactions
5393,MAR05013,Transport reactions
5394,MAR05018,Transport reactions
5395,MAR05020,Transport reactions
5396,MAR05021,Transport reactions
5397,MAR05023,Transport reactions
5398,MAR05029,Transport reactions
5399,MAR05032,Transport reactions
5400,MAR05034,Transport reactions
5401,MAR05035,Transport reactions
5402,MAR05037,Transport reactions
5403,MAR05038,Transport reactions
5404,MAR05039,Transport reactions
5405,MAR05040,Transport reactions
5406,MAR05041,Transport reactions
5407,MAR05042,Transport reactions
5408,MAR05068,Transport reactions
5409,MAR05070,Transport reactions
5410,MAR05071,Transport reactions
5411,MAR05073,Transport reactions
5412,MAR05074,Transport reactions
5413,MAR05076,Transport reactions
5414,MAR05077,Transport reactions
5415,MAR05078,Transport reactions
5416,MAR05079,Transport reactions
5417,MAR05080,Transport reactions
5418,MAR05082,Transport reactions
5419,MAR05084,Transport reactions
5420,MAR05085,Transport reactions
5421,MAR05087,Transport reactions
5422,MAR05088,Transport reactions
5423,MAR05089,Transport reactions
5424,MAR05091,Transport reactions
5425,MAR05092,Transport reactions
5426,MAR05094,Transport reactions
5427,MAR05129,Transport reactions
5428,MAR05198,Transport reactions
5429,MAR05200,Transport reactions
5430,MAR05202,Transport reactions
5431,MAR05206,Transport reactions
5432,MAR05213,Transport reactions
5433,MAR05215,Transport reactions
5434,MAR05216,Transport reactions
5435,MAR05219,Transport reactions
5436,MAR05221,Transport reactions
5437,MAR05231,Transport reactions
5438,MAR05232,Transport reactions
5439,MAR05236,Transport reactions
5440,MAR05237,Transport reactions
5441,MAR05240,Transport reactions
5442,MAR05241,Transport reactions
5443,MAR05246,Transport reactions
5444,MAR05295,Transport reactions
5445,MAR05296,Transport reactions
5446,MAR05303,Transport reactions
5447,MAR05305,Transport reactions
5448,MAR05307,Transport reactions
5449,MAR05308,Transport reactions
5450,MAR05310,Transport reactions
5451,MAR05311,Transport reactions
5452,MAR05313,Transport reactions
5453,MAR05314,Transport reactions
5454,MAR05315,Transport reactions
5455,MAR05316,Transport reactions
5456,MAR05317,Transport reactions
5457,MAR05318,Transport reactions
5458,MAR05319,Transport reactions
5459,MAR05320,Transport reactions
5460,MAR05322,Transport reactions
5461,MAR05324,Transport reactions
5462,MAR05326,Transport reactions
5463,MAR05328,Transport reactions
5464,MAR05330,Transport reactions
5465,MAR05332,Transport reactions
5466,MAR05333,Transport reactions
5467,MAR05335,Transport reactions
5468,MAR05413,Transport reactions
5469,MAR05429,Transport reactions
5470,MAR05430,Transport reactions
5471,MAR05432,Transport reactions
5472,MAR05433,Transport reactions
5473,MAR05435,Transport reactions
5474,MAR05436,Transport reactions
5475,MAR05437,Transport reactions
5476,MAR05438,Transport reactions
5477,MAR05439,Transport reactions
5478,MAR05440,Transport reactions
5479,MAR05441,Transport reactions
5480,MAR05442,Transport reactions
5481,MAR05443,Transport reactions
5482,MAR05444,Transport reactions
5483,MAR05445,Transport reactions
5484,MAR05446,Transport reactions
5485,MAR05447,Transport reactions
5486,MAR05448,Transport reactions
5487,MAR05450,Transport reactions
5488,MAR05451,Transport reactions
5489,MAR05454,Transport reactions
5490,MAR05455,Transport reactions
5491,MAR05457,Transport reactions
5492,MAR05458,Transport reactions
5493,MAR05459,Transport reactions
5494,MAR05460,Transport reactions
5495,MAR05461,Transport reactions
5496,MAR05462,Transport reactions
5497,MAR05463,Transport reactions
5498,MAR05464,Transport reactions
5499,MAR05465,Transport reactions
5500,MAR05466,Transport reactions
5501,MAR05467,Transport reactions
5502,MAR05468,Transport reactions
5503,MAR05469,Transport reactions
5504,MAR05470,Transport reactions
5505,MAR05471,Transport reactions
5506,MAR05472,Transport reactions
5507,MAR05473,Transport reactions
5508,MAR05474,Transport reactions
5509,MAR05475,Transport reactions
5510,MAR05476,Transport reactions
5511,MAR05477,Transport reactions
5512,MAR05478,Transport reactions
5513,MAR05479,Transport reactions
5514,MAR05480,Transport reactions
5515,MAR05481,Transport reactions
5516,MAR05482,Transport reactions
5517,MAR05483,Transport reactions
5518,MAR05484,Transport reactions
5519,MAR05485,Transport reactions
5520,MAR05486,Transport reactions
5521,MAR05487,Transport reactions
5522,MAR05488,Transport reactions
5523,MAR05489,Transport reactions
5524,MAR05490,Transport reactions
5525,MAR05491,Transport reactions
5526,MAR05492,Transport reactions
5527,MAR05493,Transport reactions
5528,MAR05494,Transport reactions
5529,MAR05495,Transport reactions
5530,MAR05496,Transport reactions
5531,MAR05497,Transport reactions
5532,MAR05498,Transport reactions
5533,MAR05499,Transport reactions
5534,MAR05500,Transport reactions
