,rxns,subsystems
5535,MAR05501,Transport reactions
5536,MAR05502,Transport reactions
5537,MAR05503,Transport reactions
5538,MAR05504,Transport reactions
5539,MAR05505,Transport reactions
5540,MAR05506,Transport reactions
5541,MAR05507,Transport reactions
5542,MAR05508,Transport reactions
5543,MAR05509,Transport reactions
5544,MAR05510,Transport reactions
5545,MAR05511,Transport reactions
5546,MAR05512,Transport reactions
5547,MAR05513,Transport reactions
5548,MAR05514,Transport reactions
5549,MAR05515,Transport reactions
5550,MAR05516,Transport reactions
5551,MAR05517,Transport reactions
5552,MAR05518,Transport reactions
5553,MAR05519,Transport reactions
5554,MAR05520,Transport reactions
5555,MAR05521,Transport reactions
5556,MAR05522,Transport reactions
5557,MAR05523,Transport reactions
5558,MAR05524,Transport reactions
5559,MAR05525,Transport reactions
5560,MAR05526,Transport reactions
5561,MAR05527,Transport reactions
5562,MAR05528,Transport reactions
5563,MAR05529,Transport reactions
5564,MAR05530,Transport reactions
5565,MAR05531,Transport reactions
5566,MAR05532,Transport reactions
5567,MAR05533,Transport reactions
5568,MAR05534,Transport reactions
5569,MAR05535,Transport reactions
5570,MAR05536,Transport reactions
5571,MAR05537,Transport reactions
5572,MAR05538,Transport reactions
5573,MAR05539,Transport reactions
5574,MAR05540,Transport reactions
5575,MAR05541,Transport reactions
5576,MAR05542,Transport reactions
5577,MAR05543,Transport reactions
5578,MAR05544,Transport reactions
5579,MAR05545,Transport reactions
5580,MAR05546,Transport reactions
5581,MAR05547,Transport reactions
5582,MAR05548,Transport reactions
5583,MAR05549,Transport reactions
5584,MAR05550,Transport reactions
5585,MAR05551,Transport reactions
5586,MAR05552,Transport reactions
5587,MAR05553,Transport reactions
5588,MAR05554,Transport reactions
5589,MAR05555,Transport reactions
5590,MAR05556,Transport reactions
5591,MAR05557,Transport reactions
5592,MAR05558,Transport reactions
5593,MAR05559,Transport reactions
5594,MAR05560,Transport reactions
5595,MAR05561,Transport reactions
5596,MAR05562,Transport reactions
5597,MAR05563,Transport reactions
5598,MAR05564,Transport reactions
5599,MAR05565,Transport reactions
5600,MAR05566,Transport reactions
5601,MAR05567,Transport reactions
5602,MAR05568,Transport reactions
5603,MAR05569,Transport reactions
5604,MAR05570,Transport reactions
5605,MAR05571,Transport reactions
5606,MAR05572,Transport reactions
5607,MAR05573,Transport reactions
5608,MAR05574,Transport reactions
5609,MAR05575,Transport reactions
5610,MAR05576,Transport reactions
5611,MAR05577,Transport reactions
5612,MAR05578,Transport reactions
5613,MAR05579,Transport reactions
5614,MAR05580,Transport reactions
5615,MAR05581,Transport reactions
5616,MAR05582,Transport reactions
5617,MAR05583,Transport reactions
5618,MAR05584,Transport reactions
5619,MAR05585,Transport reactions
5620,MAR05586,Transport reactions
5621,MAR05587,Transport reactions
5622,MAR05588,Transport reactions
5623,MAR05589,Transport reactions
5624,MAR05590,Transport reactions
5625,MAR05591,Transport reactions
5626,MAR05592,Transport reactions
5627,MAR05593,Transport reactions
5628,MAR05594,Transport reactions
5629,MAR05595,Transport reactions
5630,MAR05596,Transport reactions
5631,MAR05597,Transport reactions
5632,MAR05598,Transport reactions
5633,MAR05599,Transport reactions
5634,MAR05600,Transport reactions
5635,MAR05601,Transport reactions
5636,MAR05602,Transport reactions
5637,MAR05603,Transport reactions
5638,MAR05604,Transport reactions
5639,MAR05605,Transport reactions
5640,MAR05606,Transport reactions
5641,MAR05607,Transport reactions
5642,MAR05608,Transport reactions
5643,MAR05609,Transport reactions
5644,MAR05610,Transport reactions
5645,MAR05611,Transport reactions
5646,MAR05612,Transport reactions
5647,MAR05613,Transport reactions
5648,MAR05614,Transport reactions
5649,MAR05615,Transport reactions
5650,MAR05616,Transport reactions
5651,MAR05617,Transport reactions
5652,MAR05618,Transport reactions
5653,MAR05619,Transport reactions
5654,MAR05620,Transport reactions
5655,MAR05621,Transport reactions
5656,MAR05622,Transport reactions
5657,MAR05623,Transport reactions
5658,MAR05624,Transport reactions
5659,MAR05625,Transport reactions
5660,MAR05626,Transport reactions
5661,MAR05627,Transport reactions
5662,MAR05628,Transport reactions
5663,MAR05629,Transport reactions
5664,MAR05630,Transport reactions
5665,MAR05631,Transport reactions
5666,MAR05632,Transport reactions
5667,MAR05633,Transport reactions
5668,MAR05634,Transport reactions
5669,MAR05635,Transport reactions
5670,MAR05636,Transport reactions
5671,MAR05637,Transport reactions
5672,MAR05638,Transport reactions
5673,MAR05639,Transport reactions
5674,MAR05640,Transport reactions
5675,MAR05641,Transport reactions
5676,MAR05642,Transport reactions
5677,MAR05643,Transport reactions
5678,MAR05644,Transport reactions
5679,MAR05645,Transport reactions
5680,MAR05646,Transport reactions
5681,MAR05647,Transport reactions
5682,MAR05648,Transport reactions
5683,MAR05649,Transport reactions
5684,MAR05650,Transport reactions
5685,MAR05651,Transport reactions
5686,MAR05652,Transport reactions
5687,MAR05653,Transport reactions
5688,MAR05654,Transport reactions
5689,MAR05655,Transport reactions
5690,MAR05656,Transport reactions
5691,MAR05657,Transport reactions
5692,MAR05658,Transport reactions
5693,MAR05659,Transport reactions
5694,MAR05660,Transport reactions
5695,MAR05661,Transport reactions
5696,MAR05662,Transport reactions
5697,MAR05663,Transport reactions
5698,MAR05664,Transport reactions
5699,MAR05665,Transport reactions
5700,MAR05666,Transport reactions
5701,MAR05667,Transport reactions
5702,MAR05668,Transport reactions
5703,MAR05669,Transport reactions
5704,MAR05670,Transport reactions
5705,MAR05671,Transport reactions
5706,MAR05672,Transport reactions
5707,MAR05673,Transport reactions
5708,MAR05674,Transport reactions
5709,MAR05675,Transport reactions
5710,MAR05676,Transport reactions
5711,MAR05677,Transport reactions
5712,MAR05678,Transport reactions
5713,MAR05679,Transport reactions
5714,MAR05680,Transport reactions
5715,MAR05681,Transport reactions
5716,MAR05682,Transport reactions
5717,MAR05683,Transport reactions
5718,MAR05684,Transport reactions
5719,MAR05685,Transport reactions
5720,MAR05686,Transport reactions
5721,MAR05687,Transport reactions
5722,MAR05688,Transport reactions
5723,MAR05689,Transport reactions
5724,MAR05690,Transport reactions
5725,MAR05691,Transport reactions
5726,MAR05692,Transport reactions
5727,MAR05693,Transport reactions
5728,MAR05694,Transport reactions
5729,MAR05695,Transport reactions
5730,MAR05696,Transport reactions
5731,MAR05697,Transport reactions
5732,MAR05698,Transport reactions
5733,MAR05699,Transport reactions
5734,MAR05700,Transport reactions
5735,MAR05701,Transport reactions
5736,MAR05702,Transport reactions
5737,MAR05703,Transport reactions
5738,MAR05704,Transport reactions
5739,MAR05705,Transport reactions
5740,MAR05706,Transport reactions
5741,MAR05707,Transport reactions
5742,MAR05708,Transport reactions
5743,MAR05709,Transport reactions
5744,MAR05710,Transport reactions
5745,MAR05711,Transport reactions
5746,MAR05712,Transport reactions
5747,MAR05713,Transport reactions
5748,MAR05714,Transport reactions
5749,MAR05715,Transport reactions
5750,MAR05716,Transport reactions
5751,MAR05717,Transport reactions
5752,MAR05718,Transport reactions
5753,MAR05719,Transport reactions
5754,MAR05720,Transport reactions
5755,MAR05721,Transport reactions
5756,MAR05722,Transport reactions
5757,MAR05723,Transport reactions
5758,MAR05724,Transport reactions
5759,MAR05725,Transport reactions
5760,MAR05726,Transport reactions
5761,MAR05727,Transport reactions
5762,MAR05728,Transport reactions
5763,MAR05729,Transport reactions
5764,MAR05730,Transport reactions
5765,MAR05731,Transport reactions
5766,MAR05732,Transport reactions
5767,MAR05733,Transport reactions
5768,MAR05734,Transport reactions
5769,MAR05735,Transport reactions
5770,MAR05736,Transport reactions
5771,MAR05737,Transport reactions
5772,MAR05738,Transport reactions
5773,MAR05739,Transport reactions
5774,MAR05740,Transport reactions
5775,MAR05741,Transport reactions
5776,MAR05742,Transport reactions
5777,MAR05743,Transport reactions
5778,MAR05744,Transport reactions
5779,MAR05745,Transport reactions
5780,MAR05746,Transport reactions
5781,MAR05747,Transport reactions
5782,MAR05748,Transport reactions
5783,MAR05749,Transport reactions
5784,MAR05750,Transport reactions
5785,MAR05751,Transport reactions
5786,MAR05752,Transport reactions
5787,MAR05753,Transport reactions
5788,MAR05754,Transport reactions
5789,MAR05755,Transport reactions
5790,MAR05756,Transport reactions
5791,MAR05757,Transport reactions
5792,MAR05758,Transport reactions
5793,MAR05759,Transport reactions
5794,MAR05760,Transport reactions
5795,MAR05761,Transport reactions
5796,MAR05762,Transport reactions
5797,MAR05763,Transport reactions
5798,MAR05764,Transport reactions
5799,MAR05765,Transport reactions
5800,MAR05766,Transport reactions
5801,MAR05767,Transport reactions
5802,MAR05768,Transport reactions
5803,MAR05769,Transport reactions
5804,MAR05770,Transport reactions
5805,MAR05771,Transport reactions
5806,MAR05772,Transport reactions
5807,MAR05773,Transport reactions
5808,MAR05774,Transport reactions
5809,MAR05775,Transport reactions
5810,MAR05776,Transport reactions
5811,MAR05777,Transport reactions
5812,MAR05778,Transport reactions
5813,MAR05779,Transport reactions
5814,MAR05780,Transport reactions
5815,MAR05781,Transport reactions
5816,MAR05782,Transport reactions
5817,MAR05783,Transport reactions
5818,MAR05784,Transport reactions
5819,MAR05785,Transport reactions
5820,MAR05786,Transport reactions
5821,MAR05787,Transport reactions
5822,MAR05788,Transport reactions
5823,MAR05789,Transport reactions
5824,MAR05790,Transport reactions
5825,MAR05791,Transport reactions
5826,MAR05792,Transport reactions
5827,MAR05793,Transport reactions
5828,MAR05794,Transport reactions
5829,MAR05795,Transport reactions
5830,MAR05796,Transport reactions
5831,MAR05797,Transport reactions
5832,MAR05798,Transport reactions
5833,MAR05799,Transport reactions
5834,MAR05800,Transport reactions
5835,MAR05801,Transport reactions
5836,MAR05802,Transport reactions
5837,MAR05803,Transport reactions
5838,MAR05804,Transport reactions
5839,MAR05805,Transport reactions
5840,MAR05806,Transport reactions
5841,MAR05807,Transport reactions
5842,MAR05808,Transport reactions
5843,MAR05809,Transport reactions
5844,MAR05810,Transport reactions
5845,MAR05811,Transport reactions
5846,MAR05812,Transport reactions
5847,MAR05813,Transport reactions
5848,MAR05814,Transport reactions
5849,MAR05815,Transport reactions
5850,MAR05816,Transport reactions
5851,MAR05817,Transport reactions
5852,MAR05818,Transport reactions
5853,MAR05819,Transport reactions
5854,MAR05820,Transport reactions
5855,MAR05821,Transport reactions
5856,MAR05822,Transport reactions
5857,MAR05823,Transport reactions
5858,MAR05824,Transport reactions
5859,MAR05825,Transport reactions
5860,MAR05826,Transport reactions
5861,MAR05827,Transport reactions
5862,MAR05828,Transport reactions
5863,MAR05829,Transport reactions
5864,MAR05830,Transport reactions
5865,MAR05831,Transport reactions
5866,MAR05832,Transport reactions
5867,MAR05833,Transport reactions
5868,MAR05834,Transport reactions
5869,MAR05835,Transport reactions
5870,MAR05836,Transport reactions
5871,MAR05837,Transport reactions
5872,MAR05838,Transport reactions
5873,MAR05839,Transport reactions
5874,MAR05840,Transport reactions
5875,MAR05841,Transport reactions
5876,MAR05842,Transport reactions
5877,MAR05843,Transport reactions
5878,MAR05844,Transport reactions
5879,MAR05845,Transport reactions
5880,MAR05846,Transport reactions
5881,MAR05847,Transport reactions
5882,MAR05848,Transport reactions
5883,MAR05849,Transport reactions
5884,MAR05850,Transport reactions
5885,MAR05851,Transport reactions
5886,MAR05852,Transport reactions
5887,MAR05853,Transport reactions
5888,MAR05854,Transport reactions
5889,MAR05855,Transport reactions
5890,MAR05856,Transport reactions
5891,MAR05857,Transport reactions
5892,MAR05858,Transport reactions
5893,MAR05859,Transport reactions
5894,MAR05860,Transport reactions
5895,MAR05861,Transport reactions
5896,MAR05862,Transport reactions
5897,MAR05863,Transport reactions
5898,MAR05864,Transport reactions
5899,MAR05865,Transport reactions
5900,MAR05866,Transport reactions
5901,MAR05867,Transport reactions
5902,MAR05868,Transport reactions
5903,MAR05869,Transport reactions
5904,MAR05870,Transport reactions
5905,MAR05871,Transport reactions
5906,MAR05872,Transport reactions
5907,MAR05873,Transport reactions
5908,MAR05874,Transport reactions
5909,MAR05875,Transport reactions
5910,MAR05876,Transport reactions
5911,MAR05877,Transport reactions
5912,MAR05878,Transport reactions
5913,MAR05879,Transport reactions
5914,MAR05880,Transport reactions
5915,MAR05881,Transport reactions
5916,MAR05882,Transport reactions
5917,MAR05883,Transport reactions
5918,MAR05884,Transport reactions
5919,MAR05885,Transport reactions
5920,MAR05886,Transport reactions
5921,MAR05887,Transport reactions
5922,MAR05888,Transport reactions
5923,MAR05889,Transport reactions
5924,MAR05890,Transport reactions
5925,MAR05891,Transport reactions
5926,MAR05892,Transport reactions
5927,MAR05893,Transport reactions
5928,MAR05894,Transport reactions
5929,MAR05895,Transport reactions
5930,MAR05896,Transport reactions
5931,MAR05897,Transport reactions
5932,MAR05898,Transport reactions
5933,MAR05899,Transport reactions
5934,MAR05900,Transport reactions
5935,MAR05901,Transport reactions
5936,MAR05902,Transport reactions
5937,MAR05903,Transport reactions
5938,MAR05904,Transport reactions
5939,MAR05905,Transport reactions
5940,MAR05906,Transport reactions
5941,MAR05907,Transport reactions
5942,MAR05908,Transport reactions
5943,MAR05909,Transport reactions
5944,MAR05910,Transport reactions
5945,MAR05911,Transport reactions
5946,MAR05912,Transport reactions
5947,MAR05913,Transport reactions
5948,MAR05914,Transport reactions
5949,MAR05915,Transport reactions
5950,MAR05916,Transport reactions
5951,MAR05917,Transport reactions
5952,MAR05918,Transport reactions
5953,MAR05919,Transport reactions
5954,MAR05920,Transport reactions
5955,MAR05921,Transport reactions
5956,MAR05922,Transport reactions
5957,MAR05923,Transport reactions
5958,MAR05924,Transport reactions
5959,MAR05925,Transport reactions
5960,MAR05926,Transport reactions
5961,MAR05927,Transport reactions
5962,MAR05928,Transport reactions
5963,MAR05929,Transport reactions
5964,MAR05930,Transport reactions
5965,MAR05931,Transport reactions
5966,MAR05932,Transport reactions
5967,MAR05933,Transport reactions
5968,MAR05934,Transport reactions
5969,MAR05935,Transport reactions
5970,MAR05936,Transport reactions
5971,MAR05937,Transport reactions
5972,MAR05938,Transport reactions
5973,MAR05939,Transport reactions
5974,MAR05940,Transport reactions
5975,MAR05941,Transport reactions
5976,MAR05942,Transport reactions
5977,MAR05943,Transport reactions
5978,MAR05944,Transport reactions
5979,MAR05945,Transport reactions
5980,MAR05946,Transport reactions
5981,MAR05947,Transport reactions
5982,MAR05948,Transport reactions
5983,MAR05949,Transport reactions
5984,MAR05950,Transport reactions
5985,MAR05951,Transport reactions
5986,MAR05952,Transport reactions
5987,MAR05953,Transport reactions
5988,MAR05954,Transport reactions
5989,MAR05955,Transport reactions
5990,MAR05956,Transport reactions
5991,MAR05957,Transport reactions
5992,MAR05958,Transport reactions
5993,MAR05959,Transport reactions
5994,MAR05960,Transport reactions
5995,MAR05961,Transport reactions
5996,MAR05962,Transport reactions
5997,MAR05963,Transport reactions
5998,MAR05964,Transport reactions
5999,MAR05965,Transport reactions
6000,MAR05966,Transport reactions
6001,MAR05967,Transport reactions
6002,MAR05968,Transport reactions
6003,MAR05969,Transport reactions
6004,MAR05970,Transport reactions
6005,MAR05971,Transport reactions
6006,MAR05972,Transport reactions
6007,MAR05973,Transport reactions
6008,MAR05974,Transport reactions
6009,MAR05975,Transport reactions
6010,MAR05976,Transport reactions
6011,MAR05977,Transport reactions
6012,MAR05978,Transport reactions
6013,MAR05979,Transport reactions
6014,MAR05980,Transport reactions
6015,MAR05981,Transport reactions
6016,MAR05982,Transport reactions
6017,MAR05983,Transport reactions
6018,MAR05984,Transport reactions
6019,MAR05985,Transport reactions
6020,MAR05986,Transport reactions
6021,MAR05987,Transport reactions
6022,MAR05989,Transport reactions
6023,MAR05990,Transport reactions
6024,MAR05992,Transport reactions
6025,MAR05993,Transport reactions
6026,MAR05994,Transport reactions
6027,MAR05995,Transport reactions
6028,MAR05996,Transport reactions
6029,MAR05997,Transport reactions
6030,MAR05998,Transport reactions
6031,MAR06000,Transport reactions
6032,MAR06001,Transport reactions
6033,MAR06002,Transport reactions
6034,MAR06003,Transport reactions
6035,MAR06004,Transport reactions
6036,MAR06005,Transport reactions
6037,MAR06006,Transport reactions
6038,MAR06007,Transport reactions
6039,MAR06008,Transport reactions
6040,MAR06009,Transport reactions
6041,MAR06010,Transport reactions
6042,MAR06011,Transport reactions
6043,MAR06012,Transport reactions
6044,MAR06013,Transport reactions
6045,MAR06014,Transport reactions
6046,MAR06015,Transport reactions
6047,MAR06016,Transport reactions
6048,MAR06017,Transport reactions
6049,MAR06018,Transport reactions
6050,MAR06019,Transport reactions
6051,MAR06020,Transport reactions
6052,MAR06021,Transport reactions
6053,MAR06022,Transport reactions
6054,MAR06023,Transport reactions
6055,MAR06024,Transport reactions
6056,MAR06025,Transport reactions
6057,MAR06026,Transport reactions
6058,MAR06027,Transport reactions
6059,MAR06028,Transport reactions
6060,MAR06029,Transport reactions
6061,MAR06030,Transport reactions
6062,MAR06031,Transport reactions
6063,MAR06032,Transport reactions
6064,MAR06033,Transport reactions
6065,MAR06034,Transport reactions
6066,MAR06035,Transport reactions
6067,MAR06036,Transport reactions
6068,MAR06037,Transport reactions
6069,MAR06038,Transport reactions
6070,MAR06039,Transport reactions
6071,MAR06040,Transport reactions
6072,MAR06041,Transport reactions
